ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
417,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0544,CONSORCIO 4C,GP-14128,07/04/2021,Respuesta Auto GSC ZC No 000471 del 05 de marzo de 2021. Expediente: Autorización Temporal SCV-09031.,15_04_Comunic_Recibidas/2021/CI004_GP-14128_070108_CON_0544_RTA_AUTO_GSC_ZC_000471.pdf
418,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1808,CONSORCIO 4C,GP-15094,07/12/2021,Cumplimiento obligación pago servicio seguimiento y control ambiental. Auto DRAM 03216001029 del 13/09/2021 (Rad. Int. ALMA-R-2021-1430 del 30/09/2021). Expediente 60749,15_04_Comunic_Recibidas/2021/CI004_GP-15094_070108_CON_1808_PAG_SERV_AMB_EXP_60749.pdf
419,1,Gestión Social Alto Magdalena,PQRS-UF2-2020-476,CONSORCIO 4C,GP-13848,25/01/2021,Solicitud de respuesta a derecho de petición interpuesto el 25 de agosto de 2020,15_04_Comunic_Recibidas/2021/CI004_GP-13848_070402_RMARTINEZ_SINNUMERO_PQRS_UF2-2020-476.pdf
421,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1852,CONSORCIO 4C,GP-15145,16/12/2021,Cumplimiento obligación artículo primero del Auto DRAM No. 0660 del 09/07/2021,15_04_Comunic_Recibidas/2021/CI004_GP-15145_070108_CON_1852_CUMPLI_OBLIG_AUTO_DRAM_0660.pdf
423,6,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1829,CONSORCIO 4C,GP-15119,10/12/2021,GCSP-F-009 Informe Mensual Recaudo de Peajes noviembre de 2021,15_04_Comunic_Recibidas/2021/CI004_GP-15119_070202_CON_1829_FOR_GCSP_F009_NOV21.pdf
422,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0894,CONSORCIO 4C,GP-14389,15/06/2021,Cumplimiento obligación pago servicios de seguimiento ambiental. Auto DRAM 0388 del 12 de mayo de 2021,15_04_Comunic_Recibidas/2021/CI004_GP-14389_070108_CON_0894_PAG_DRAM_0388_EXP_51714.pdf
420,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004/GP-15114/070500,CONSORCIO 4C,GP-15114,10/12/2021,"Ref. Contrato de Concesión bajo esquema APP N° 003-2014 – 'La financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del corredor Honda – Puerto Salgar – Girardot, de acuerdo con el Apéndice Técnico 1 y demás Apéndices del Contrato.' Entrega Informe Gerencial Mensual N° 85 – Noviembre 2021",15_04_Comunic_Recibidas/2021/CI004_GP-15114_070500_CON_1824_INF_MEN_NOV21.pdf
424,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0832,CONSORCIO 4C,GP-14434,18/06/2021,"Respuesta comunicación CI.004/GP9165/21/7.1.8 (Rad. Int. ALMA-R-2021-0737 del 08/06/2021). Ajustes y actualización Pólizas de cumplimiento y RCE - Resoluciones No. 021 de 2016, 016 de 2016 y 020 de 2016",15_04_Comunic_Recibidas/2021/CI004_GP-14434_070108_CON_0933_POLIZAS_RESOL_021_016_020.pdf
425,22,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1321,CONSORCIO 4C,GP-14703,06/09/2021,"Concepto Inspección de Seguridad Vial (ISV) sobre las Glorietas de la UF5 (Ecopetrol, Koran y Purnio",15_04_Comunic_Recibidas/2021/CI004_GP-14703_070104_CON_1321_INSP_SEG_VIAL_GLORIETAS_UF5.pdf
426,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1249,CONSORCIO 4C,GP-14659,27/08/2021,"Acciones en relación a la adecuación y funcionamiento del centro de bienestar animal, según lo estipulado por la Ley 2054 de 2020.",15_04_Comunic_Recibidas/2021/CI004_GP-14659_070109_CON_1249_CENTRO_BIENES_ANIMAL.pdf
427,2,Agencia Nacional de Infraestructura - Consorcio 4C,ALMA-2021-1516,CONSORCIO 4C,GP-14875,21/10/2021,"Ref. Traslado Derecho de Petición - Señora Nohora Cardona de Zuluaga - Cundinamarca con radicado ANI No. 20214091210582 de 17 de octubre del 2021. Proyecto Girardot – Honda – Puerto Salgar, Contrato de Interventoría 145 de 2014.Consorcio 4C",15_04_Comunic_Recibidas/2021/CI004_GP-14875_070104_ANI_032878-1_DP_NOHORA_CARDONA.pdf
429,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1864,CONSORCIO 4C,GP-15151,16/12/2021,"Entrega Informe No. 9, Resolución 2284 del 03 de noviembre de 2015, UF 5.3 'Por la cual se levanta de manera parcial la veda de especies de flora silvestre y se toman otras determinaciones, Exp. ATV.0247, DBBSE'. EXPEDIENTE: LAV0068-00-2015, ANLA.",15_04_Comunic_Recibidas/2021/CI004_GP-15151_070108_CON_1864_ENTREG_INF_N9_RESOL_2284.pdf
430,2,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004_169027124,CONSORCIO 4C,GP-14073,16/03/2021,"Entrega expediente predial ALMA-3-0069, para revisión y aprobación de componente social.",15_04_Comunic_Recibidas/2021/CI004_GP-14073_070402_CON_0450_EXP_SOCIAL.pdf
428,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP9302/21/7.4.1,CONSORCIO 4C,GP-14674,30/08/2021,Respuesta comunicación CI.004/GP9302/21/7.4.1 – (Rad. int ALMA-2021-1071 – 2/08/2021). Aprobación avalúo predio ALMA-5-0012-1,15_04_Comunic_Recibidas/2021/CI004_GP-14674_070406_CON_1258_APROBA_ALMA-5-0012-1.pdf
431,6,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1622,CONSORCIO 4C,GP-14937,09/11/2021,Solicitud arreglos carpeta asfáltica (baches) – Nuevo Puente de Honda,15_04_Comunic_Recibidas/2021/CI004_GP-14937_070104_CON_1622_SCTUD_ARREGLO_BACHES.pdf
432,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1169,CONSORCIO 4C,GP-14601,10/08/2021,Informe criterios para contabilizar Ingresos y Egresos por Unidad Funcional.,15_04_Comunic_Recibidas/2021/CI004_GP-14601_070201_CON_1169_INF_ING_EGRE_JUL21.pdf
433,4,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004_GP-14354_070109,CONSORCIO 4C,GP-14354,02/06/2021,"Solicitud protección fajas de retiro obligatorio o áreas de reserva para carreteras, según el decreto 2976 de 2010.",15_04_Comunic_Recibidas/2021/CI004_GP-14354_070109_CON_0850_PROTEC_FAJAS_RETIRO.pdf
434,18,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004_GP-14147_070108_CON_0567,CONSORCIO 4C,GP-14147,13/04/2021,"Recurso Reposición contra la Resolución DJUR 50207101713 del 16 de diciembre de 2020, por la cual se otorga una autorización de ocupación de cauce y se toman otras determinaciones",15_04_Comunic_Recibidas/2021/CI004_GP-14147_070108_CON_0567_OCUPA_CAUCE_EXP_80890.pdf
435,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0771,CONSORCIO 4C,GP-14313,24/05/2021,Entrega soporte de pago seguimiento y control Auto DRBM 0355 del 30/04/2021. (Rad. Int. ALMA-R-2021-0593 del 11/05/2021) - Expediente 52050,15_04_Comunic_Recibidas/2021/CI004_GP-14313_070108_CON_0771_SOPORT_PAG_DRBM_0355.pdf
606,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0331,CONSORCIO 4C,GP-13991,26/02/2021,"Solicitud Cierre pendientes #5, #6, #11, #58, #107, #131, #140, #143, #198, #218, #222, #224, #231 relacionados con la Información eléctrica instalaciones UFS, en el apartado del apéndice técnico 3",15_04_Comunic_Recibidas/2021/CI004_GP-13991_090300_CON_0331_PDTES_APT3_UF5.pdf
605,4,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP8657/20/7.1.4,CONSORCIO 4C,GP-13862,14/01/2021,Respuesta comunicado CI.004/GP8657/20/7.1.4 (Rad. Int. ALMA-R-2020-2140 20/11/2020). Requerimiento Prestación Servicios Complementarios Áreas de Servicio.,15_04_Comunic_Recibidas/2021/CI004_GP-13862_070104_CON_0071_PRESTA_SERVI_AREA_SERVICIO.pdf
608,1,Junta Regional de Calificación de Invalidez de Santander,GP-14064,CONSORCIO 4C,GP-14064,18/03/2021,NOTIFICACION DICTAMEN LEONARDO SANDOVAL 2121/17/03/21,15_04_Comunic_Recibidas/2021/CI004_GP-14064_070110_JRCI_SINNUMERO_NOTIFI_DICTAMEN.pdf
607,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0187,CONSORCIO 4C,GP-13895,29/01/2021,Respuesta comunicación CI.004/GP8825/21/7.4.2 – 19/01/2021 (Rad. Int. ALMA-R-2021-0080 – 20/01/2021). Entrega expediente predial ALMA-5-0126 para revisión del componente Social.,15_04_Comunic_Recibidas/2021/CI004_GP-13895_070402_CON_0187_EXP_SOCIAL.pdf
609,16,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0860,CONSORCIO 4C,GP-14364,02/06/2021,Entrega segundo informe de compensaciones en cumplimiento del Auto DRMC 0208 del 5 de abril de 2021,15_04_Comunic_Recibidas/2021/CI004_GP-14364_070108_CON_0860_CUMPLI_DRMC_0208.pdf
610,2,CONSORCIO 4C,CI.004/GP9456/21/7.3.3,CONSORCIO 4C,GP-14808,02/10/2021,Ref. Comunicación No. CI.004/GP9456/21/7.3.3 con radicado ANI No. 20214091107552 – Rta. ALMA-2021-1109. Reiteración requerimiento formal atención hallazgos Superintendencia de Transporte. Contrato de Concesión 003 de 2014 – Proyecto Girardot-Honda-Puerto Salgar. Alto Magdalena S.A.S.,15_04_Comunic_Recibidas/2021/CI004_GP-14808_070303_ANI_030788-1_ATEN_HALLAZG_SPT.pdf
611,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1358,CONSORCIO 4C,GP-14755,17/09/2021,Ref. Informe del Estado de Cumplimiento del Plazo de Cura – Obligaciones del Concesionario respecto del SICC. Comunicación CI.004/GP9402/21/5.3,15_04_Comunic_Recibidas/2021/CI004_GP-14755_050300_CON_1395_PLAZO_CURA_SICC.pdf
612,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1315,CONSORCIO 4C,GP-14696,03/09/2021,"Respuesta Oficio ANI No. 20213050250961 - (Rad. Int. ALMA-R-2021-1176 del 20/08/2021), Traslado derecho de petición de la señora Martha Fonnegra de Muro de Nadal, predio ALMA-1-0005.",15_04_Comunic_Recibidas/2021/CI004_GP-14696_070109_CON_1315_DP_MFONNEGRA.pdf
615,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1478,CONSORCIO 4C,GP-14816,06/10/2021,Solicitud Estados Financieros Auditados I Semestre de 2021. Respuesta a su comunicación CI.004/GP9455/21/7.2.2,15_04_Comunic_Recibidas/2021/CI004_GP-14816_070202_CON_1478_SCTUD_ESTAD_FINAN_ISEMEST.pdf
613,71,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004/GP-14545/21/MA-1.8,CONSORCIO 4C,GP-14545,27/07/2021,Respuesta comunicación RA202020201-2-000 (Rad. Int. ALMA-R-2020-2107 del 17/11/2020). Requerimientos cumplimiento ambiental Auto 10765 del 11 de noviembre de 2020. Expediente: LAV0068-00-2015,15_04_Comunic_Recibidas/2021/CI004_GP-14545_070108_CON_1095_CUMPLI_AMB_AUTO_10765.pdf
614,6,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1822,CONSORCIO 4C,GP-15112,10/12/2021,"Informe Semanal del 6 al 10 de diciembre de 2021 Evento eximente de responsabilidad de los predios ALMA-2-0163, ALMA-5-0013-1 y ALMA-5-0266",15_04_Comunic_Recibidas/2021/CI004_GP-15112_050300-070400_CON_1822_EER_PREDIOS.pdf
616,4,Agencia Nacional de Infraestructura,CI.004_GP-14223,CONSORCIO 4C,GP-14223,05/05/2021,Acciones Estratégicas y de Contingencias por Situación de Orden Público a Nivel Nacional,15_04_Comunic_Recibidas/2021/CI004_GP-14223_070104_ANI_000028-4_ACCIONES_ORDEN_PUB.pdf
618,6,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP9073/21/5.3-7.3.3,CONSORCIO 4C,GP-14230,05/05/2021,Respuesta comunicado No CI.004/GP9073/21/5.3-7.3.3 (Rad. Int. ALMA-R-2021-0533) - Requerimiento formal para Sanear incumplimientos indicadores UF4,15_04_Comunic_Recibidas/2021/CI004_GP-14230_050300-070303_CON_0680_SANEAR_INDICAD_UF4.pdf
617,10,Fiduciaria Bogotá S.A.,CI004/GP-14518/070208,CONSORCIO 4C,GP-14518,21/07/2021,Notificación pago fondo de seguridad vial FOSEVI mes de junio 2021,15_04_Comunic_Recibidas/2021/CI004_GP-14518_070208_FBTA_SINNUMERO_FOSEVI_JUN21.pdf
619,14,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0587,CONSORCIO 4C,GP-14161,15/04/2021,Solicitud copia de documentos.,15_04_Comunic_Recibidas/2021/CI004_GP-14161_070108_CON_0587_SCTUD_COPIA_DCTOS.pdf
620,33,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1100,CONSORCIO 4C,GP-14552,28/07/2021,Respuesta comunicado CI.004/GP9183/21/7.1.3 - (Rad. Int. ALMA-R-2021-0769) - Reiteración Protección Taludes PR 38 Unidad Funcional 3,15_04_Comunic_Recibidas/2021/CI004_GP-14552_070103_CON_1100_REITERA_TALUDES_PR38_UF3.pdf
622,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004_GP-14442_070401,CONSORCIO 4C,GP-14442,08/06/2021,Informe ejecutivo avance ejecución predial y sabana de avalúos mayo 2021,15_04_Comunic_Recibidas/2021/CI004_GP-14442_070401_CON_0879_INF_PREDIAL_MAY_21.pdf
621,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0228,CONSORCIO 4C,GP-13926,05/02/2021,Derecho de Petición,15_04_Comunic_Recibidas/2021/CI004_GP-13926_070109_CON_0228_DERECHO_PETICION.pdf
624,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0191,CONSORCIO 4C,GP-13899,01/02/2021,Entrega Decimo segunda Actualización Plan de Compensaciones enero 2021,15_04_Comunic_Recibidas/2021/CI004_GP-13899_070402-070202_CON_0191_ACT_PLAN_COMPENSA_ENE21.pdf
623,8,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1192,CONSORCIO 4C,GP-14610,12/08/2021,Envío Formulario liquidación y declaración regalias Autorización Temporal QBN-15031,15_04_Comunic_Recibidas/2021/CI004_GP-14610_070108_CON_1192_FOR_REGALIAS_QBN-15031.pdf
628,1,Consorcio 4C,CI004/GP-14369,CONSORCIO 4C,GP-14369,04/06/2021,daños de predio puerto bogota,15_04_Comunic_Recibidas/2021/CI004_GP-14369_070109_JBEDOYA_SINNUMERO_DP_DAÑO_PREDIO.pdf
626,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0591,CONSORCIO 4C,GP-14162,16/04/2021,Solicitud reprogramación visita Auto DRAM 0234 del 29 de marzo de 2021,15_04_Comunic_Recibidas/2021/CI004_GP-14162_070108_CON_0591_VISITA_AUTO_DRAM_0234.pdf
625,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0025,CONSORCIO 4C,GP-13805,06/01/2021,"Solicitud copia expedientes 70404, 70405, 70406, 70407, 52048 y 61460 que corresponden a permisos de ocupación de cauce",15_04_Comunic_Recibidas/2021/CI004_GP-13805_070108_CON_0025_COPIA_EXP_OCUPA_CAUCE.pdf
627,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-3219,CONSORCIO 4C,GP-13775,31/12/2020,Entrega Formato ANI-GCSP-F-203 Informe Ejecutivo – Diciembre de 2020,15_04_Comunic_Recibidas/2021/CI004_GP-13775_070109-070202_CON_3219_FOR_GCSP-F203_DIC20.pdf
629,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0036,CONSORCIO 4C,GP-13818,06/01/2021,Respuesta comunicación CI.004/GP8742/20/7.4.1 (Rad. Int. ALMA-R-2020-2278 del 16/12/2020) Entrega del expediente ALMA-2-0158 para aprobación de Actualización insumos prediales.,15_04_Comunic_Recibidas/2021/CI004_GP-13818_070401_CON_0036_EXP_PREDIAL.pdf
630,28,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004/GP8906/21/7.4.6,CONSORCIO 4C,GP-14034,10/03/2021,Respuesta comunicación CI.004/GP8906/21/7.4.6 – (Rad. Int. ALMA-R-2021-0189) – 12/02/2021 – actualización informe avalúos otrosí 9,15_04_Comunic_Recibidas/2021/CI004_GP-14034_070406_CON_0419_ACT_INF_AVALUOS_OTROSI_9.pdf
632,1,Agencia Nacional de Infraestructura - ANI,CI004_GP-14103_070109,CONSORCIO 4C,GP-14103,26/03/2021,Ref. Remisión comunicado con radicado ANI No. 20214090340082; Invitación Recorrido al Proyecto por parte del Concejo de Guaduas. Contrato de Concesión No. 003 de 2014 – Proyecto Girardot – Honda – Puerto Salgar.,15_04_Comunic_Recibidas/2021/CI004_GP-14103_070109_ANI_008931-1_INVITA_CONSEJ_GUADUAS.pdf
631,2,Agencia Nacional de Infraestructura,ALMA-2021-0792,CONSORCIO 4C,GP-14350,02/06/2021,"Ref. Comunicado No. ALMA-2021-0792 con radicado ANI No. 20214090577692 - Remisión de soportes para intermediación ante INVIAS para hacer efectiva Póliza del Nuevo Puente de HONDA PR 3+600 RN 50CN04 – Contrato No. 1796 de 2015. Proyecto Girardot – Honda – Puerto Salgar, Contrato de Concesión 003 de 2014. Concesión Alto Magdalena S.A.S.",15_04_Comunic_Recibidas/2021/CI004_GP-14350_050300_ANI_016286-1_POLIZA_NPH_PR3+600.pdf
734,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004/GP-14169/200421,CONSORCIO 4C,GP-14169,20/04/2021,Remisión de Actas de retribución de UF 1 a la UF5 mes de febrero de 2021.,15_04_Comunic_Recibidas/2021/CI004_GP-14169_070210_CON_0618_ACTAS_RETRIB_UF1-UF5_FEB21.pdf
735,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1867,CONSORCIO 4C,GP-15154,16/12/2021,Respuesta Auto DRAM No. 03216001565 del 6 de diciembre de 2021. Expediente 69115,15_04_Comunic_Recibidas/2021/CI004_GP-15154_070108_CON_1867_AUTO_DRAM_03216001565.pdf
736,6,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1406,CONSORCIO 4C,GP-14773,22/09/2021,Respuesta PQRS-UFS-2021-1097 - 31/08/2021 – Solicitud instalación señalización y dispositivos de control de velocidad sector Carrera 15 entre calle 21 y 22 variante de La Dorada.,15_04_Comunic_Recibidas/2021/CI004_GP-14773_070304_CON_1406_INSTALA_DISPOSI_VELOCID.pdf
737,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0708,CONSORCIO 4C,GP-14253,11/05/2021,Informe trimestral Socio - Ambiental 26 - Componente Social,15_04_Comunic_Recibidas/2021/CI004_GP-14253_070109_CON_0708_INF_TRIM_SCIAL_26.pdf
738,4,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP9118/7.1.9,CONSORCIO 4C,GP-14326,25/05/2021,"Respuesta comunicado CI.004/GP9118/7.1.9 (radicado interno ALMA-R-0634). Observaciones informe Trimestral Socio – Ambiental 26, componente social.",15_04_Comunic_Recibidas/2021/CI004_GP-14326_070109_CON_0794_OBS_INF_TRIM_SOCIAL_26.pdf
739,1,CONSORCIO 4C,CI.004/GP9251/21/9.2 y CI.004/GP9252/21/9.2,CONSORCIO 4C,GP-14548,27/07/2021,Ref. Respuesta a su radicado No CI.004/GP9251/21/9.2 y CI.004/GP9252/21/9.2 con los radicados ANI No. 20214090762262 y No. 20214090764732 del 09 de julio de 2021 - Aprobación Informe de Interventoría No. 80 correspondiente al 01 al 30 de junio de 2021 - Contrato de Interventoría 145 de 2014 - Proyecto Girardot - Honda - Puerto Salgar.,15_04_Comunic_Recibidas/2021/CI004_GP-14548_090300_ANI_022656-1_APROB_INF_N80.pdf
740,2,Agencia Nacional de Infraestructura - ANI,CI004_GP-14261_070109,CONSORCIO 4C,GP-14261,12/05/2021,"Ref. Solicitud respuesta Derecho de Petición con radicado ANI No. 20214090132842 - Proyecto Girardot – Honda – Puerto Salgar, Contrato de Concesión 003 de 2014. Alto Magdalena S.A.S.",15_04_Comunic_Recibidas/2021/CI004_GP-14261_070109_ANI_014324-1_DP_OALZATE.pdf
741,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0251,CONSORCIO 4C,GP-13932,10/02/2021,"Ref. Contrato de Concesión bajo el esquema de APP No. 003 de 9 de septiembre de 2014, Corredor Honda – Puerto Salgar – Girardot (el “Contrato de Concesión”) suscrito entre la Agencia Nacional de Infraestructura (“ANI”) y la Concesión Alto Magdalena S.A.S. (el “Concesionario”). Situación Puente Honda de cara al cumplimiento de obligaciones del Concesionario.",15_04_Comunic_Recibidas/2021/CI004_GP-13932_050300_CON_0251_SITUACION_PTE_HONDA.pdf
742,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004/GP-14597/070500,CONSORCIO 4C,GP-14597,09/08/2021,Entrega Informe Gerencial Mensual N° 81 - Julio de 2021,15_04_Comunic_Recibidas/2021/CI004_GP-14597_070500_CON_1161_INF_MEN_N81_JUL21.pdf
744,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1617,CONSORCIO 4C,GP-14936,08/11/2021,Entrega Registro consolidado recuperación de espacio público octubre 2021,15_04_Comunic_Recibidas/2021/CI004_GP-14936_070109_CON_1617_RECUPE_ESPACIO_PUB_OCT21.pdf
743,2,Agencia Nacional de Infraestructura (ANI),ALMA-2021-1570,CONSORCIO 4C,GP-14902,02/11/2021,Ref. Remisión comunicado No. ALMA-2021-1570 con radicado ANI No. 20214091264182 – Recibo de Pago Póliza RCE No. 802011852 Anexo 17567 – Contrato de Interventoría 145 de 2014 - Proyecto Girardot - Honda - Puerto Salgar. Consorcio 4C,15_04_Comunic_Recibidas/2021/CI004_GP-14902_050300_ANI_034186-1_PAGO_POLIZA_RCE_802011852.pdf
745,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1718,CONSORCIO 4C,GP-15022,22/11/2021,Cumplimiento obligación pago servicio de seguimiento y control ambiental. Auto DRMC 0797 del 06/09/2021,15_04_Comunic_Recibidas/2021/CI004_GP-15022_070108_CON_1718_PAG_AUTO_DRMC_0797_EXP_51533.pdf
746,14,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1713,CONSORCIO 4C,GP-15048,29/11/2021,Respuesta oficio CAR 03212010012 (Rad. Int. ALMA-R-2021-1713 - 17/11/2021). Solicitud copia Informe Técnico No. 0785 del 17 de noviembre de 2021. Expediente 62374.,15_04_Comunic_Recibidas/2021/CI004_GP-15048_070108_CON_1748_SCTUD_INF_TEC_0785_EXP_62374.pdf
749,2,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004-GP9614-21-7.1.7,CONSORCIO 4C,GP-15180,29/12/2021,"Respuesta observaciones comunicado CI.004-GP9614-21-7.1.7 8 - (Rad. Int.: ALMA-R-2021-1775 – 29/11/2021) - CONCEPTO TÉCNICO DE LA SOLUCIÓN A LA PROBLEMÁTICA DE INUNDACIÓN EN EL SECTOR PR81+826 – PR82+415, UNIDAD FUNCIONAL 3",15_04_Comunic_Recibidas/2021/CI004_GP-15180_070107_CON_1901_INUNDA_PR_81+826_UF3.pdf
748,4,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP9225/21/5.3,CONSORCIO 4C,GP-14536,23/07/2021,"Respuesta oficio Interventoría CI.004/GP9225/21/5.3 (Rad.ALMA-R-2021-0901) Solicitud No objeción Plazo de Cura, CI.004/GP9058/21/5.3 (Rad. ALMA-R-2021-0483) Pagos Subcuenta Redes.",15_04_Comunic_Recibidas/2021/CI004_GP-14536_070202_CON_1092_PAG_SUBCTA_REDES.pdf
747,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP9235/21/5.3,CONSORCIO 4C,GP-14520,19/07/2021,"Respuesta comunicación CI.004/GP9235/21/5.3, (Rad. int ALMA-R-2021-0915) Requerimiento formal – presentación informe semanal de avance y gestión – Evento Eximente de Responsabilidad Conexión ITS de la UF5",15_04_Comunic_Recibidas/2021/CI004_GP-14520_050300_CON_1062_EER_CONEXION_ITS_UF5.pdf
751,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0732,CONSORCIO 4C,GP-14270,14/05/2021,Siembra compensaciones. Expediente 61893,15_04_Comunic_Recibidas/2021/CI004_GP-14270_070108_CON_0732_SIEMB_COMPENS_EXP_61893.pdf
750,24,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1124,CONSORCIO 4C,GP-14564,03/08/2021,"RECURSO DE REPOSICIÓN contra el Auto DRAM 03216000547 del 11 de junio de 2021, «Por medio del cual se ordena un cobro y se adoptan otras determinaciones» (Rad. Interna ALMA-R-2021-0998 del 21 de julio de 2021",15_04_Comunic_Recibidas/2021/CI004_GP-14564_070108_CON_1124_REPOSI_DRAM_03216000547.pdf
753,4,OLFA ZARTA GARCIA,,CONSORCIO 4C,GP-14016,02/03/2021,Pronunciamiento respecto a la Oferta Formal Compra – PREDIO No. ALMA-2-0122-1,15_04_Comunic_Recibidas/2021/CI004_GP-14016_070401_OZARTA_SINNUMERO_PRONUNCIA_OFERTA.pdf
752,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0204,CONSORCIO 4C,GP-13908,03/02/2021,"Entrega soporte de pago por concepto de seguimiento y control ambiental para el año 2020, en cumplimiento a la obligación establecida en el Auto DRAM 1229 del 10 de diciembre de 2020. Expediente 60750",15_04_Comunic_Recibidas/2021/CI004_GP-13908_070108_CON_0204_SOPORT_PAG_AUTO_DRAM_1229.pdf
754,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1789,CONSORCIO 4C,GP-15086,06/12/2021,Cumplimiento obligación pago servicio seguimiento y control ambiental. Auto DRAM 03216000975 del 02/09/2021 (Rad. Int. ALMA-R-2021-1451 del 04/10/2021). Expediente 51884,15_04_Comunic_Recibidas/2021/CI004_GP-15086_070108_CON_1789_PAG_SERV_AMB_EXP_51884.pdf
756,2,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004_GP-14561,CONSORCIO 4C,GP-14561,30/07/2021,Ref. Publicación Global Reporting Initiative - GRI y pagina Web Concesión Informe Responsabilidad Social Ambiental-2020,15_04_Comunic_Recibidas/2021/CI004_GP-14561_070109_CON_1115_INF_RESP_SOCIOAMB_20.pdf
755,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1334,CONSORCIO 4C,GP-14710,08/09/2021,"Entrega Acta No. 17 - Ejecución obras de protección, traslado o reubicación de Redes Eléctricas, Acueducto, Alcantarillado e Hidrocarburos.",15_04_Comunic_Recibidas/2021/CI004_GP-14710_070115_CON_1334_ACTA_N17_REDES.pdf
