ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
934,1,,,CONSORCIO 4C,GP-8718,,,15_04_Comunic_Recibidas/2018/CI004_GP-8718_070109_CON_3575_INF_RESPONSA_SOCIOAMBIENTAL.pdf
935,1,,,CONSORCIO 4C,GP-7358,,,15_04_Comunic_Recibidas/2018/CI004_GP-7358_070401_CON_1024_EXP_PREDIAL.pdf
936,1,,,CONSORCIO 4C,GP-9076,,,15_04_Comunic_Recibidas/2018/CI004_GP-9076_070108_CON_4188_INF_N°2_RESOL_CAR_N°013.pdf
937,1,,,CONSORCIO 4C,GP-7922,,,15_04_Comunic_Recibidas/2018/CI004_GP-7922_070401_CON_1954_EXP_PREDIAL.pdf
938,5,,,CONSORCIO 4C,GP-7237,,,15_04_Comunic_Recibidas/2018/CI004_GP-7237_070401_CON_0838_INSUM_PREDIAL.pdf
939,3,,,CONSORCIO 4C,GP-8452,,,15_04_Comunic_Recibidas/2018/CI004_GP-8452_070202_CON_1822_OBS_ESTAD_FINAN_FEB.pdf
940,1,,,CONSORCIO 4C,GP-7390,,,15_04_Comunic_Recibidas/2018/CI004_GP-7390_070115_CON_1063_PRESUPU_REDES.pdf
941,1,,,CONSORCIO 4C,GP-8656,,,15_04_Comunic_Recibidas/2018/CI004_GP-8656_070103_CON_3290_PRUEBA_PTES_PEATON_UF2_3.pdf
942,1,,,CONSORCIO 4C,GP-6897,,,15_04_Comunic_Recibidas/2018/CI004_GP-6897_070404_CON_0093_EXPEDIENTE_UF4_EXPROPIACION.pdf
943,5,,,CONSORCIO 4C,GP-8570,,,15_04_Comunic_Recibidas/2018/CI004_GP-8570_070109_CON_3208_RESTI_BIENES_USO_PUB.pdf
944,2,,,CONSORCIO 4C,GP-7266,,,15_04_Comunic_Recibidas/2018/CI004_GP-7266_070108_CON_0816_RESOL_0472.pdf
945,3,,,CONSORCIO 4C,GP-7355,,,15_04_Comunic_Recibidas/2018/CI004_GP-7355_070108_CON_1020_ASPE_IMPAC_UF5.4.pdf
946,3,,,CONSORCIO 4C,GP-7967,,,15_04_Comunic_Recibidas/2018/CI004_GP-7967_050300_ANI_016713-1_CONSUM_ENERG.pdf
947,3,,,CONSORCIO 4C,GP-7698,,,15_04_Comunic_Recibidas/2018/CI004_GP-7698_070109_CON_1555_RETIRO_CASETAS.pdf
948,2,,,CONSORCIO 4C,GP-8140,,,15_04_Comunic_Recibidas/2018/CI004_GP-8140_070103-090300_CON_2405_PRUEB_PTE_UF1.pdf
949,1,,,CONSORCIO 4C,GP-8872,,,15_04_Comunic_Recibidas/2018/CI004_GP-8872_070401_CON_3475_EXP_PREDIAL.pdf
950,1,,,CONSORCIO 4C,GP-6949,,,15_04_Comunic_Recibidas/2018/CI004_GP-6949_070101_CON_0199_TALUDES_UF4.pdf
951,1,Agencia Nacional de Infraestructura,,CONSORCIO 4C,GP-7362,08/03/2018,Oficios radicado ANI 2018-409-019210-2. Reiteración Solicitud entrega Acta Parcial de Obra No 7 Proyecto Girardot – Honda – Puerto Salgar. Contrato de Concesión 003 de 2014 – Concesión Alto Magdalena S.A.S.,15_04_Comunic_Recibidas/2018/CI004_GP-7362_070115_ANI_007448-1_SCTD_ACTA_REDES.pdf
953,21,Agencia Nacional de Infraestructura,,CONSORCIO 4C,GP-8441,01/08/2018,Remisión Acta de declaratoria de ocurrencia de un evento eximente de responsabilidad en desarrollo del Proyecto Girardot Honda Puerto Salgar del contrato de Concesión No. 003 de 2014.,15_04_Comunic_Recibidas/2018/CI004_GP-8441_050300_ANI_024143-1_EER_PREDIOS_UF4.pdf
952,3,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-7264,20/02/2018,Respuesta a Comunicado CI.004/GP3755/18/7.1.8 del 18 de enero de 2018 (Rad. Interno ALMA-R-2018-0211 del 18 de enero de 2018). Aspectos e Impactos Operación Planta de Asfalto,15_04_Comunic_Recibidas/2018/CI004_GP-7264_070108_CON_0828_ASPE_IMPA_PLANT.pdf
954,1,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-6954,17/01/2018,Respuesta a su comunicación CI.004/GP3576/17/7.4.1 de fecha 15 de diciembre de 2017. Entrega de un (1) expediente para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2018/CI004_GP-6954_070401_CON_0202_EXP_AVALUO.pdf
955,35,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2018-2240,CONSORCIO 4C,GP-8015,08/06/2018,Entrega de Registro consolidado de recuperación de espacio público a abril de 2018.,15_04_Comunic_Recibidas/2018/CI004_GP-8015_070109_CON_2240_RECUP_ESPACI_PUB.pdf
957,1,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-8621,17/08/2018,Entrega de un expediente predial de la unidad funcional 4 para aprobación.,15_04_Comunic_Recibidas/2018/CI004_GP-8621_070401_CON_3228_EXP_PREDIAL.pdf
956,1,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-7875,21/05/2018,Su comunicación CI.004/GP4102/18/7.1.7 – Radicado ALMA-R-2018-0946 del 20 de marzo de 2018. Solicitud Diseños Marshall MSC-25 Asfalto Normalizado 60/70 y Diseño Marshall MSC-19 Asfalto Modificado Tipo III UF 5.2 y 5.4,15_04_Comunic_Recibidas/2018/CI004_GP-7875_070107_CON_1982_MEZCL_MSC-25_UF5.pdf
958,3,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-7567,04/04/2018,Respuesta a su comunicación CI.004/GP3871/17/7.1.10 del 13 febrero de 2018 (Radicado ALMA-R-2017-0525) Seguimiento condiciones de seguridad en el peaje.,15_04_Comunic_Recibidas/2018/CI004_GP-7567_070110_CON_1372_CONDI_SEG_PEAJE.pdf
959,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-8937,16/10/2018,Medición de Indicadores Unidad Funcional 3.,15_04_Comunic_Recibidas/2018/CI004_GP-8937_070303-090300_CON_3997_MEDI_INDICA_UF3.pdf
960,4,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-6976,16/01/2018,"Contrato de Concesión bajo esquema APP N° 003-2014 – “Financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del Corredor Honda – Puerto Salgar – Girardot, de acuerdo con el Apéndice Técnico 1 y demás apéndices del Contrato”. Su comunicación CI.004/GP3242/17/7.1.7 - Radicado ALMA-R-2017- 03617 del 13 de octubre de 2017. Perdida Banca Pasos Provisionales.",15_04_Comunic_Recibidas/2018/CI004_GP-6976_070108_CON_0231_PERDID_BANCA.pdf
962,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9344,08/11/2018,Respuesta comunicación CI.004/GP5518/18/5.3 radicado ALMA-R-2018-3494,15_04_Comunic_Recibidas/2018/CI004_GP-9344_050300_CON_4243_PML_PROYECTO.pdf
961,2,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-8921,08/10/2018,Solicitud de visita conforme al permiso de Levantamiento de veda - Resolución 0817 de 2016.,15_04_Comunic_Recibidas/2018/CI004_GP-8921_070108_CON_3917_LEV_VEDA_RESOL_0817.pdf
963,4,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-8475,31/07/2018,Direccionamiento de acuerdo a la suspensión Provisional de la Resolución 2684 del 6 de agosto de 2015 (cálculo del daño emergente y el lucro cesante),15_04_Comunic_Recibidas/2018/CI004_GP-8475_070401_CON_2942_SUSPEN_PROVI_RESOL-2684.pdf
965,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9399,17/12/2018,Donación de materiales provenientes de actividades de operación y mantenimiento vial.,15_04_Comunic_Recibidas/2018/CI004_GP-9399_070108_CON_4697_DONA_MATERIAL.pdf
966,1,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-6959,16/01/2018,Respuesta a su comunicación CI.004/GP3628/17/7.4.1 de fecha 26 de diciembre de 2017. Entrega de dos (2) expedientes para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2018/CI004_GP-6959_070401_CON_0207_RTA_EXPD_AVALUO.pdf
964,6,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-8474,31/07/2018,Respuesta comunicación CI.004/GP4864/18/7.1.1 – Radicado ALMA-R-2018-2337 del 24 de julio de 2018. Seguimiento Plan de Obras – Gestión Predial Intersección Nuevo Puente de Honda Costado Occidental – Ruta 4510 Honda – La Dorada,15_04_Comunic_Recibidas/2018/CI004_GP-8474_070101-070108-050300_CON_2919_GEST_PREDIAL.pdf
967,1,AGENCIA NACIONAL DE INFRAESTRUCTURA,2018-305-003100-1,CONSORCIO 4C,GP-7134,02/02/2018,"Oficio radicado ANI 2018-409-006625-2 de 23/01/2018. Remisión Comunicación OJ-121-97. Registro Fotográfico del estado de vías antes y después de intervenciones – Concesión ALMA, Sector Cambao. Proyecto Girardot – Honda – Puerto Salgar. Contrato de Concesión 003 de 2014 – Concesión Alto Magdalena S.A.S.",15_04_Comunic_Recibidas/2018/CI004_GP-7134_070111-070109_ANI_003100-1_REG_FOTOG.pdf
971,1,,,CONSORCIO 4C,GP-7041,,,15_04_Comunic_Recibidas/2018/CI004_GP-7041_070103_CON_0359_COTAS_PTE_UF1.pdf
972,1,,,CONSORCIO 4C,GP-8324,,,15_04_Comunic_Recibidas/2018/CI004_GP-8324_070401_CON_2782_LEGAL_PAG_PREDIALES.pdf
973,6,,,CONSORCIO 4C,GP-8757,,,15_04_Comunic_Recibidas/2018/CI004_GP-8757_070115_CON_3550_INTER_PTO_SALGAR.pdf
974,1,,,CONSORCIO 4C,GP-7493,,,15_04_Comunic_Recibidas/2018/CI004_GP-7493_070401_CON_1162_EXP_AVALUO.pdf
975,1,,,CONSORCIO 4C,GP-7954,,,15_04_Comunic_Recibidas/2018/CI004_GP-7954_070402_CON_2123_INFO_OLYMPUS.pdf
976,1,,,CONSORCIO 4C,GP-7102,,,15_04_Comunic_Recibidas/2018/CI004_GP-7102_070401_CON_0510_EXP_PREDIAL.pdf
968,1,Fiduciaria Bogotá S.A.,,CONSORCIO 4C,GP-8816,20/09/2018,INFORME MENSUAL DEL 1 AL 31 DE AGOSTO DE 2018 FIDEICOMISO FIDUBOGOTA–CONCESION ALTO MAGDALENA 3-1-63664,15_04_Comunic_Recibidas/2018/CI004_GP-8816_070202_FBTA_027637_INF_MEN_AGO.pdf
978,1,,,CONSORCIO 4C,GP-8130,,,15_04_Comunic_Recibidas/2018/CI004_GP-8130_070406_CON_1213_EXP_PREDIAL.pdf
979,1,,,CONSORCIO 4C,GP-9293,,,15_04_Comunic_Recibidas/2018/CI004_GP-9293_070103_CON_4507_CRONOG_INTERV_ANDEN_UF5.2.pdf
977,3,,,CONSORCIO 4C,GP-7541,,,15_04_Comunic_Recibidas/2018/CI004_GP-7541_070102_CON_1272_SEG_TBJO_PTES.pdf
969,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2018-2990,CONSORCIO 4C,GP-8444,02/08/2018,Entrega de un (1) expediente para aprobación del Avalúo-Comercial Corporativo.,15_04_Comunic_Recibidas/2018/CI004_GP-8444_070401_CON_2990_EXP_PREDIAL.pdf
981,7,,,CONSORCIO 4C,GP-8135,,,15_04_Comunic_Recibidas/2018/CI004_GP-8135_070110_CON_2399_COND_SEG_UF3.pdf
980,6,,,CONSORCIO 4C,GP-8971,,,15_04_Comunic_Recibidas/2018/CI004_GP-8971_070108_CON_3982_MARCO_NORMA_UF4.1.pdf
982,1,,,CONSORCIO 4C,GP-8619,,,15_04_Comunic_Recibidas/2018/CI004_GP-8619_070401_CON_3235_EXP_PREDIAL.pdf
984,1,,,CONSORCIO 4C,GP-7760,,,15_04_Comunic_Recibidas/2018/CI004_GP-7760_070108_CON_1743_ICA_UF4.1.pdf
983,2,,,CONSORCIO 4C,GP-7702,,,15_04_Comunic_Recibidas/2018/CI004_GP-7702_070101_CON_1563_CTROS_POBLAD_UF2.pdf
985,1,,,CONSORCIO 4C,GP-8542,,,15_04_Comunic_Recibidas/2018/CI004_GP-8542_070401_CON_2986_EXP_PREDIAL.pdf
986,1,,,CONSORCIO 4C,GP-9069,,,15_04_Comunic_Recibidas/2018/CI004_GP-9069_070406_CON_2264_EXP_AVALUO.pdf
987,2,,,CONSORCIO 4C,GP-9080,,,15_04_Comunic_Recibidas/2018/CI004_GP-9080_070103_CON_4193_PERMEABILIDAD_TUBERIA_UF5.4.pdf
988,1,,,CONSORCIO 4C,GP-7071,,,15_04_Comunic_Recibidas/2018/CI004_GP-7071_070404_CON_0478_EXP_EXPROPIAC.pdf
970,21,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-8189,26/06/2018,Respuesta a su comunicación CI.004/GP3380/17/7.1.7-7.1.8 del 07 de noviembre de 2017 (Rad. Interno ALMA-R-2017-03921 del 7 de noviembre de 2017) Revisión Ocupación de Cauce Box K70+964 UF 3 Comunicación ALMA-2017-1538.,15_04_Comunic_Recibidas/2018/CI004_GP-8189_070108-070107_CON_2482_REV_BOX_K70.pdf
989,6,,,CONSORCIO 4C,GP-8262,,,15_04_Comunic_Recibidas/2018/CI004_GP-8262_070108_CON_2606_OBRA_HIDRA_FLUVIAL.pdf
991,7,,,CONSORCIO 4C,GP-8749,,,15_04_Comunic_Recibidas/2018/CI004_GP-8749_090300_CON_3635_CORRE_COMPLE_UF1_2_4.pdf
990,1,,,CONSORCIO 4C,GP-7173,,,15_04_Comunic_Recibidas/2018/CI004_GP-7173_070401_CON_0707_EXP_PREDIAL_UF2.pdf
992,2,,,CONSORCIO 4C,GP-8399,,,15_04_Comunic_Recibidas/2018/CI004_GP-8399_070108_CON_2840_CIERRE_AMB_UF4.1.pdf
993,1,,,CONSORCIO 4C,GP-9038,,,15_04_Comunic_Recibidas/2018/CI004_GP-9038_070107_CON_4112_DISÑ_GEOME_K125.pdf
994,1,,,CONSORCIO 4C,GP-8595,,,15_04_Comunic_Recibidas/2018/CI004_GP-8595_050300_ANI_027825-1_SANEA_SEÑALIZ_INTER.pdf
995,2,,,CONSORCIO 4C,GP-7600,,,15_04_Comunic_Recibidas/2018/CI004_GP-7600_070401_CON_1386_EXP_PREDIAL.pdf
996,3,,,CONSORCIO 4C,GP-8976,,,15_04_Comunic_Recibidas/2018/CI004_GP-8976_010000_ANI_034911-1_REVISIÓN_POLIZA.pdf
997,1,,,CONSORCIO 4C,GP-8764,,,15_04_Comunic_Recibidas/2018/CI004_GP-8764_070401_CON_3647_EXP_PREDIAL.pdf
998,3,,,CONSORCIO 4C,GP-8561,,,15_04_Comunic_Recibidas/2018/CI004_GP-8561_070101_CON_3199_SEGUI_OBRA_UF5.pdf
999,1,,,CONSORCIO 4C,GP-7618,,,15_04_Comunic_Recibidas/2018/CI004_GP-7618_070402_CON_1500_EXP_SOCIAL.pdf
1000,1,,,CONSORCIO 4C,GP-7049,,,15_04_Comunic_Recibidas/2018/CI004_GP-7049_070500_CON_0265_ENSAY_CONTROL_UF1_2_4.pdf
1001,1,,,CONSORCIO 4C,GP-8703,,,15_04_Comunic_Recibidas/2018/CI004_GP-8703_070401_CON_3557_SABANA_PREDIAL.pdf
1002,1,,,CONSORCIO 4C,GP-8022,,,15_04_Comunic_Recibidas/2018/CI004_GP-8022_070406_CON_2184_EXP_AVALUO.pdf
1003,1,,,CONSORCIO 4C,GP-7935,,,15_04_Comunic_Recibidas/2018/CI004_GP-7935_070115_ANI_016213-1_AFECTA_REDES.pdf
1004,1,,,CONSORCIO 4C,GP-8739,,,15_04_Comunic_Recibidas/2018/CI004_GP-8739_070406_CON_2922_EXP_AVALUO.pdf
1005,2,,,CONSORCIO 4C,GP-7526,,,15_04_Comunic_Recibidas/2018/CI004_GP-7526_070107_CON_1311_ANDEN_PTE_UF1.pdf
1006,1,,,CONSORCIO 4C,GP-8720,,,15_04_Comunic_Recibidas/2018/CI004_GP-8720_070406_CON_3416_EXP_AVALUO.pdf
1007,23,,,CONSORCIO 4C,GP-9108,,,15_04_Comunic_Recibidas/2018/CI004_GP-9108_050300_JGUADUAS_1686_TUTELA_WHERRERA.pdf
1008,3,,,CONSORCIO 4C,GP-8810,,,15_04_Comunic_Recibidas/2018/CI004_GP-8810_070109_CON_3769_PQR_EPADILLA.pdf
1009,1,,,CONSORCIO 4C,GP-9254,,,15_04_Comunic_Recibidas/2018/CI004_GP-9254_070401_CON_4453_SABANA_PREDIAL.pdf
1010,1,,,CONSORCIO 4C,GP-8624,,,15_04_Comunic_Recibidas/2018/CI004_GP-8624_070401_CON_3236_EXP_PREDIAL.pdf
1011,1,,,CONSORCIO 4C,GP-9023,,,15_04_Comunic_Recibidas/2018/CI004_GP-9023_070406_CON_4151_SABANA_AVALUOS.pdf
1012,6,,,CONSORCIO 4C,GP-7428,,,15_04_Comunic_Recibidas/2018/CI004_GP-7428_070108_CON_1119_ASPE_IMPAC_UF1.pdf
1013,1,,,CONSORCIO 4C,GP-9214,,,15_04_Comunic_Recibidas/2018/CI004_GP-9214_070401_CON_4397_SABANA_PREDIAL.pdf
1014,2,,,CONSORCIO 4C,GP-9167,,,15_04_Comunic_Recibidas/2018/CI004_GP-9167_070103_CON_4285_GAVIONES_K74+650.pdf
1015,1,,,CONSORCIO 4C,GP-9345,,,15_04_Comunic_Recibidas/2018/CI004_GP-9345_070202_FBTA_035406_SOPORT_OCT.pdf
1016,2,,,CONSORCIO 4C,GP-8021,,,15_04_Comunic_Recibidas/2018/CI004_GP-8021_050300_CON_2297_PLAZO_CURA_PREDIAL.pdf
1017,1,,,CONSORCIO 4C,GP-7491,,,15_04_Comunic_Recibidas/2018/CI004_GP-7491_070402_CON_0607_EXP_SCIAL.pdf
1018,6,,,CONSORCIO 4C,GP-8680,,,15_04_Comunic_Recibidas/2018/CI004_GP-8680_070500_CON_3418_OBS_MEMOTEC_MAY.pdf
1019,1,,,CONSORCIO 4C,GP-7008,,,15_04_Comunic_Recibidas/2018/CI004_GP-7008_070402_CON_0298_EXP_SCIAL_UF2.pdf
1020,1,,,CONSORCIO 4C,GP-8349,,,15_04_Comunic_Recibidas/2018/CI004_GP-8349_070401_CON_2544_EXP_PREDIAL.pdf
1021,1,,,CONSORCIO 4C,GP-7818,,,15_04_Comunic_Recibidas/2018/CI004_GP-7818_070406_CON_1806_EXP_AVALUO.pdf
1022,5,,,CONSORCIO 4C,GP-8880,,,15_04_Comunic_Recibidas/2018/CI004_GP-8880_070109_CON_3876_LIBERA_ESPAC_PUB.pdf
1023,1,,,CONSORCIO 4C,GP-8620,,,15_04_Comunic_Recibidas/2018/CI004_GP-8620_070401_CON_3238_EXP_PREDIAL.pdf
1024,1,,,CONSORCIO 4C,GP-7456,,,15_04_Comunic_Recibidas/2018/CI004_GP-7456_070404_CON_1195_EXP_EXPRO.pdf
1026,14,,,CONSORCIO 4C,GP-8883,,,15_04_Comunic_Recibidas/2018/CI004_GP-8883_070304_CON_3886_OBS_BASURA_VIA_PUB.pdf
1027,1,,,CONSORCIO 4C,GP-8973,,,15_04_Comunic_Recibidas/2018/CI004_GP-8973_070500_CON_3981_OBS_MEMOTEC_JUL.pdf
1025,16,,,CONSORCIO 4C,GP-8699,,,15_04_Comunic_Recibidas/2018/CI004_GP-8699_070401-070109_CON_3503_VTA_IRREGUL_LOTES.pdf
1029,1,,,CONSORCIO 4C,GP-7885,,,15_04_Comunic_Recibidas/2018/CI004_GP-7885_070402_CON_1720_EXP_SOCIAL.pdf
1028,1,,,CONSORCIO 4C,GP-9145,,,15_04_Comunic_Recibidas/2018/CI004_GP-9145_070401_CON_3879_EXP_PREDIAL.pdf
1030,1,,,CONSORCIO 4C,GP-7606,,,15_04_Comunic_Recibidas/2018/CI004_GP-7606_070401_CON_1394_EXP_PREDIAL.pdf
1031,1,,,CONSORCIO 4C,GP-8058,,,15_04_Comunic_Recibidas/2018/CI004_GP-8058_070107-070109_ANI_017990-1_PTAP_K31.pdf
1032,1,,,CONSORCIO 4C,GP-7799,,,15_04_Comunic_Recibidas/2018/CI004_GP-7799_070107_CON_1843_ANDEN_PAS_URBAN_CAMBAO.pdf
1033,1,,,CONSORCIO 4C,GP-6960,,,15_04_Comunic_Recibidas/2018/CI004_GP-6960_070401_CON_0208_EXP_AVALUO.pdf
1034,1,,,CONSORCIO 4C,GP-9077,,,15_04_Comunic_Recibidas/2018/CI004_GP-9077_070108_CON_4189_MANEJ_EPIFITAS_UF4.1.pdf
1035,1,,,CONSORCIO 4C,GP-9289,,,15_04_Comunic_Recibidas/2018/CI004_GP-9289_070108_CON_4499_OBS_PAGA.pdf
1036,3,,,CONSORCIO 4C,GP-8327,,,15_04_Comunic_Recibidas/2018/CI004_GP-8327_050300_ANI_022541-1_RTA_ACCION_POPULAR.pdf
1037,1,,,CONSORCIO 4C,GP-8895,,,15_04_Comunic_Recibidas/2018/CI004_GP-8895_070402_CON_3921_EXP_SOCIAL.pdf
1038,2,,,CONSORCIO 4C,GP-7477,,,15_04_Comunic_Recibidas/2018/CI004_GP-7477_070103_CON_1176_MATER_GRANUL_UF5.4.pdf
1039,1,,,CONSORCIO 4C,GP-8765,,,15_04_Comunic_Recibidas/2018/CI004_GP-8765_070401_CON_3653_EXP_PREDIAL.pdf
1040,9,,,CONSORCIO 4C,GP-8859,,,15_04_Comunic_Recibidas/2018/CI004_GP-8859_070401_CON_3824_INF_PREDIAL_UF4_EER.pdf
1041,6,,,CONSORCIO 4C,GP-8932,,,15_04_Comunic_Recibidas/2018/CI004_GP-8932_070109_ANI_034332-1_COMP_VIVIENDAS.pdf
1042,1,,,CONSORCIO 4C,GP-8404,,,15_04_Comunic_Recibidas/2018/CI004_GP-8404_070401_CON_2857_PTAP_K31+900_UF2.pdf
1043,1,,,CONSORCIO 4C,GP-8267,,,15_04_Comunic_Recibidas/2018/CI004_GP-8267_070108_CON_2615_OBRA_HIDRAU_UF4.1.pdf
1044,1,,,CONSORCIO 4C,GP-7774,,,15_04_Comunic_Recibidas/2018/CI004_GP-7774_070402_CON_1781_EXP_SOCIAL.pdf
1045,11,,,CONSORCIO 4C,GP-7742,,,15_04_Comunic_Recibidas/2018/CI004_GP-7742_050300_CON_1613_EER_PREDIO_ALMA-5-0219.pdf
1046,17,,,CONSORCIO 4C,GP-6944,,,15_04_Comunic_Recibidas/2018/CI004_GP-6944_050300_CON_5407_OBS_POLIZ_RC_TODORIESGO.pdf
1048,1,,,CONSORCIO 4C,GP-8071,,,15_04_Comunic_Recibidas/2018/CI004_GP-8071_070115_CON_2338_ACTA_REDES_N°09.pdf
1047,1,,,CONSORCIO 4C,GP-8060,,,15_04_Comunic_Recibidas/2018/CI004_GP-8060_070109-070401_ANI_017992-1_DP_MMURCIA.pdf
1049,1,,,CONSORCIO 4C,GP-7966,,,15_04_Comunic_Recibidas/2018/CI004_GP-7966_070110-070103_CON_2121_ANDEN_BRAND_PTE_UF1.pdf
1050,7,,,CONSORCIO 4C,GP-9062,,,15_04_Comunic_Recibidas/2018/CI004_GP-9062_070109_CCUERVO_SINNUMERO_SCTD_TARI_DIFEREN.pdf
1051,2,,,CONSORCIO 4C,GP-7373,,,15_04_Comunic_Recibidas/2018/CI004_GP-7373_070108_CON_1033_RESOL_317.pdf
1052,8,,,CONSORCIO 4C,GP-8766,,,15_04_Comunic_Recibidas/2018/CI004_GP-8766_070401_CON_3662_CONCEP_DESAFEC_PREDIAL.pdf
1053,4,,,CONSORCIO 4C,GP-6977,,,15_04_Comunic_Recibidas/2018/CI004_GP-6977_070107_CON_0232_URBAN_NARIÑO.pdf
1054,1,,,CONSORCIO 4C,GP-8443,,,15_04_Comunic_Recibidas/2018/CI004_GP-8443_070104-070109_IEDNARIÑO_SINNUMERO_SEG_VIAL.pdf
1055,1,,,CONSORCIO 4C,GP-6966,,,15_04_Comunic_Recibidas/2018/CI004_GP-6966_070401_CON_5335_EXP_PREDIAL.pdf
1056,4,,,CONSORCIO 4C,GP-9288,,,15_04_Comunic_Recibidas/2018/CI004_GP-9288_070108_CON_4495_MARCO_NORMA_UF3.pdf
1057,3,,,CONSORCIO 4C,GP-7186,,,15_04_Comunic_Recibidas/2018/CI004_GP-7186_070401_CON_0458_MESA_TBJO_PREDIAL.pdf
1058,1,,,CONSORCIO 4C,GP-8599,,,15_04_Comunic_Recibidas/2018/CI004_GP-8599_070115_CON_3284_ACTA_PRESUP_REDES.pdf
1059,3,,,CONSORCIO 4C,GP-7336,,,15_04_Comunic_Recibidas/2018/CI004_GP-7336_070202_CON_0995_PRORROG_ESTAD_FINAN.pdf
1060,3,,,CONSORCIO 4C,GP-9113,,,15_04_Comunic_Recibidas/2018/CI004_GP-9113_070108_CON_4061_FOR_REGALIAS_EXP_QBN-15031.pdf
1061,6,,,CONSORCIO 4C,GP-8597,,,15_04_Comunic_Recibidas/2018/CI004_GP-8597_070108_CON_3109_PRORROG_AUTO_SCV-09031.pdf
1062,1,,,CONSORCIO 4C,GP-7616,,,15_04_Comunic_Recibidas/2018/CI004_GP-7616_070103_CON_1427_SEGUI_CALIDAD.pdf
1063,1,,,CONSORCIO 4C,GP-8625,,,15_04_Comunic_Recibidas/2018/CI004_GP-8625_070401_CON_3237_EXP_PREDIAL.pdf
1064,1,,,CONSORCIO 4C,GP-6903,,,15_04_Comunic_Recibidas/2018/CI004_GP-6903_070103_CON_0101_PILA2_UF1.pdf
1065,1,,,CONSORCIO 4C,GP-9271,,,15_04_Comunic_Recibidas/2018/CI004_GP-9271_070406_CON_4527_EXP_AVALUO.pdf
1066,9,,,CONSORCIO 4C,GP-8857,,,15_04_Comunic_Recibidas/2018/CI004_GP-8857_070401_CON_3824_INF_PREDIAL_UF4_EER.pdf
1067,3,,,CONSORCIO 4C,GP-8473,,,15_04_Comunic_Recibidas/2018/CI004_GP-8473_070107_CON_2913_ANDEN_ZONAS_POB.pdf
1068,2,,,CONSORCIO 4C,GP-7632,,,15_04_Comunic_Recibidas/2018/CI004_GP-7632_070107_CON_1479_BARRE_PTE_UF1.pdf
1069,3,,,CONSORCIO 4C,GP-7462,,,15_04_Comunic_Recibidas/2018/CI004_GP-7462_070109_CON_1177_PQRS_SPATIÑO.pdf
1070,1,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-8575,23/08/2018,Reiteración solicitud de Restitución de Bienes de Uso Público por ocupantes casetas Puerto Bogotá,15_04_Comunic_Recibidas/2018/CI004_GP-8575_070109_CON_3300_RESTITU_BIENES_USO_PUB.pdf
1071,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2018-4398,CONSORCIO 4C,GP-9217,20/11/2018,Memoria Técnica Mes de Octubre de 2018,15_04_Comunic_Recibidas/2018/CI004_GP-9217_070500_CON_4398_MEMOTEC_OCT.pdf
1072,1,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-7139,05/02/2018,"Entrega de un (1) expediente predial de la unidad funcional 3, para aprobación de ficha predial (Titulo Minero).",15_04_Comunic_Recibidas/2018/CI004_GP-7139_070401_CON_0590_EXP_TITU_MINERO.pdf
1073,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2018-0896,CONSORCIO 4C,GP-7297,26/02/2018,Entrega de expediente predial de la unidad funcional 3 para revisión del componente Social.,15_04_Comunic_Recibidas/2018/CI004_GP-7297_070402_CON_0896_EXP_SCIAL.pdf
