ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
492,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-03851,CONSORCIO 4C,GP-11800,12/12/2019,Respuesta comunicación CI.004/GP6781/19/7.4.6 (Rad. interno ALMA-R-20191903 del 02/08/2019). Entrega del expediente ALMA-2-0088 para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2020/CI004_GP-11800_070406_CON_03851_EXP_AVALUO.pdf
491,8,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1897,CONSORCIO 4C,GP-12962,21/07/2020,Respuesta comunicación CI.004/ GP8017/20/5.3 (Rad Interno ALMA-R-2020-1124). Estado Cumplimiento Correcciones Complementos Informe Estado Avance Cumplimiento Pendientes UF3.,15_04_Comunic_Recibidas/2020/CI004_GP-12962_050300-090300_CON_1897_INF_CUMPLI_PDTES_UF3.pdf
493,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2988,CONSORCIO 4C,GP-13631,03/12/2020,Memoria Técnica Octubre 2020.,15_04_Comunic_Recibidas/2020/CI004_GP-13631_070500_CON_2988_MEMOTEC_OCT20.pdf
494,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2035,CONSORCIO 4C,GP-13061,04/08/2020,Solicitud información estado trámite y notificación acto administrativo. Expediente: 52007.,15_04_Comunic_Recibidas/2020/CI004_GP-13061_070108_CON_2035_ESTAD_TRAMITE_EXP_52007.pdf
496,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2043,CONSORCIO 4C,GP-13083,10/08/2020,"Entrega Expedientes Prediales Finales ALMA-3-0005, ALMA-3-0015-6, ALMA-5-0001",15_04_Comunic_Recibidas/2020/CI004_GP-13083_070401_CON_2043_EXP_FINAL.pdf
497,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0157,CONSORCIO 4C,GP-11831,21/01/2020,"Informe 18 Evento Eximente de Responsabilidad (EER) del expediente 52038. Ref.: Contrato de Concesión bajo esquema APP N° 003-2014 – 'La financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del corredor Honda – Puerto Salgar – Girardot, de acuerdo con el Apéndice Técnico 1 y demás Apéndices del Contrato.'",15_04_Comunic_Recibidas/2020/CI004_GP-11831_070108_CON_0157_INF_18_EER_EXP_52038.pdf
498,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1511,CONSORCIO 4C,GP-12836,04/06/2020,Respuesta comunicación CI.004/GP7843/20/7.4.6 (Rad Int. ALMA-R-2020-0825 del 24/04/2020) Entrega del expediente predial (Físico) ALMA-5-0249 para aprobación definitiva del Estudio de Títulos y Ficha Predial.,15_04_Comunic_Recibidas/2020/CI004_GP-12836_070401_CON_1511_EXP_PREDIAL.pdf
499,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1179,CONSORCIO 4C,GP-12505,29/04/2020,"Cumplimiento obligación de artículo 2 del Auto CAR DRAM No. 0152 del 28 de enero de 2020, y Resolución CAR No. 2435 del 11 de septiembre de 2017. Entrega informe disposición de residuos. Expediente 61890.",15_04_Comunic_Recibidas/2020/CI004_GP-12505_070108_CON_1179_DISPOSI_RESIDUOS_EXP_61890.pdf
500,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2513,CONSORCIO 4C,GP-13374,28/09/2020,Respuesta requerimiento 20 del seguimiento ambiental del 26 de julio de 2019 (CT 03922 de 2019). Expediente: LAV0068-00-2015,15_04_Comunic_Recibidas/2020/CI004_GP-13374_070108_CON_2513_REQUERI_SEGUI_AMB.pdf
501,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1983,CONSORCIO 4C,GP-13043,31/07/2020,Respuesta oficio ANLA 2020112821-2-000 (Rad. Interno ALMA-R-2020-1347 del 15/07/20). Verificación Preliminar de ICA 12 (VPI). Expediente: LAV0004-00-2016.,15_04_Comunic_Recibidas/2020/CI004_GP-13043_070108_CON_1983_ICA_12.pdf
502,1,FIDUCIARIA BOGOTÁ S.A.,CSSA011540,CONSORCIO 4C,GP-13085,15/08/2020,INFORME MENSUAL DEL 1 AL 31 DE JULIO DE 2020,15_04_Comunic_Recibidas/2020/CI004_GP-13085_070202_FBTA_011540_INF_MEN_JUL20.pdf
503,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2946,CONSORCIO 4C,GP-13604,30/11/2020,"Solicitud protección bienes de uso público, por posible invasión de espacio público en el Pr 30 + 400, Ruta Nacional 4510",15_04_Comunic_Recibidas/2020/CI004_GP-13604_070109_CON_2946_PROTEC_BIENES_USO_PUB.pdf
505,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-3011,CONSORCIO 4C,GP-13640,07/12/2020,"Remisión de Actas de retribución de agosto y septiembre de la UF1, UF2, UF3 y UF4.",15_04_Comunic_Recibidas/2020/CI004_GP-13640_070210_CON_3011_ACTAS_RETRIBU_UF1_2_3_4.pdf
504,12,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2782,CONSORCIO 4C,GP-13516,09/11/2020,Respuesta Auto 11982 del 30/12/2019. Expediente: LAV0004-00-2016,15_04_Comunic_Recibidas/2020/CI004_GP-13516_070108_CON_2782_RTA_AUTO_11982.pdf
506,4,FIDUCIARIA BOGOTÁ S.A.,SIN NÚMERO,CONSORCIO 4C,GP-12786,16/06/2020,INFORME MENSUAL- MAYO 2020 P.A. ALTO MAGDALENA 3-1 63664,15_04_Comunic_Recibidas/2020/CI004_GP-12786_070202_FBTA_SINNUMERO_INF_MEN_MAYO20.pdf
507,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-3056,CONSORCIO 4C,GP-13660,16/12/2020,Entrega soporte de pago seguimiento ambiental Auto DRBM 0636 del 27 de octubre de 2020. Expediente 52009.,15_04_Comunic_Recibidas/2020/CI004_GP-13660_070108_CON_3056_SOPORT_PAG_AMB_EXP_52009.pdf
509,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1176,CONSORCIO 4C,GP-12502,29/04/2020,Cumplimiento obligación artículo 2 Auto CAR DRAM No. 0141 del 27 de enero de 2020 y Resolución CAR No. 0444 del 25 de febrero de 2016. Entrega informe disposición de residuos. Expediente 51781.,15_04_Comunic_Recibidas/2020/CI004_GP-12502_070108_CON_1176_DISPOSI_RESIDUOS_EXP_51781.pdf
510,5,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0390,CONSORCIO 4C,GP-11939,10/02/2020,Solicitud ajuste vía seguimiento a autorización ocupación de cauce para abscisa K129+151 Unidad Funcional 4.2. Expediente 52050,15_04_Comunic_Recibidas/2020/CI004_GP-11939_070108_CON_0390_OCUP_CAUCE_K129+151.pdf
512,3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0506,CONSORCIO 4C,GP-12015,18/02/2020,Acciones para la construcción y funcionamiento COSO MUNICIPAL,15_04_Comunic_Recibidas/2020/CI004_GP-12015_070109_CON_0506_COSO_MUNICIPAL.pdf
513,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1235,CONSORCIO 4C,GP-12544,04/05/2020,Cumplimiento artículo segundo del Auto DRAM CAR N° 0141 del 27 de enero del 2020. Entrega Informe medida compensatoria artículo cuarto Resolución CAR N° 0444 del 25 de febrero del 2016. Expediente 51781.,15_04_Comunic_Recibidas/2020/CI004_GP-12544_070108_CON_1235_MEDIDA_COMPENSA_EXP_51781.pdf
514,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2487,CONSORCIO 4C,GP-13324,22/09/2020,Siembra compensaciones. Expediente 52291,15_04_Comunic_Recibidas/2020/CI004_GP-13324_070108_CON_2487_SIEMBRA_COMPENSA_EXP_52291.pdf
515,6,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1968,CONSORCIO 4C,GP-12987,28/07/2020,Respuesta comunicación CI.004/GP8181/20/7.1.4 (Rad. Int. ALMA-R-2020-1371 de 17/06/2020). Operación y Mantenimiento Ciclo Ruta. Seguridad vial. Requerimiento formal.,15_04_Comunic_Recibidas/2020/CI004_GP-12987_070104_CON_1968_O&M_CICLO_RUTA.pdf
516,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0355,CONSORCIO 4C,GP-11966,07/02/2020,Respuesta comunicación Radicado CAR 07192103166 (Rad. Interno ALMA-R-20192591) del 31 de octubre del 2019. Expediente 51504.,15_04_Comunic_Recibidas/2020/CI004_GP-11966_070108_CON_0355_RTA_RAD_CAR_07192103166.pdf
517,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2727,CONSORCIO 4C,GP-13497,03/11/2020,Entrega expedientes prediales ALMA-5-0075 y ALMA-5-0124 para aprobación definitiva del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2020/CI004_GP-13497_070406_CON_2727_EXP_AVALUO.pdf
518,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1332,CONSORCIO 4C,GP-12614,14/05/2020,"Solicitud información respecto a la Gestión del Riesgo de Desastres del Municipio de Puerto Salgar y Guaduas, Cundinamarca.",15_04_Comunic_Recibidas/2020/CI004_GP-12614_070108-070109_CON_1332_GEST_RIESG_DESASTRES.pdf
520,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0491,CONSORCIO 4C,GP-12007,17/02/2020,Respuesta comunicado CI.004/GP7476/19/7.1.10 (Rad. Interno ALMA-R-2020-0256 del 13/01/2020) Observación Pago de Seguridad Social Octubre 2019 y Salario Septiembre 2019,15_04_Comunic_Recibidas/2020/CI004_GP-12007_070110_CON_0491_OBS_PAG_SEGYSAL_OCT_SEP.pdf
519,10,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-3146,CONSORCIO 4C,GP-13738,23/12/2020,Respuesta oficio CAR 07202102127 (Rad. Int. ALMA-R-2020-1933 del 13/10/2020). Seguimiento permisos otorgados. Expediente: 51973,15_04_Comunic_Recibidas/2020/CI004_GP-13738_070108_CON_3146_SEG_PERM_OTORG_EXP_51973.pdf
521,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2264,CONSORCIO 4C,GP-13204,01/09/2020,Respuesta comunicación CI.004/GP8345/20/7.1.8 (Rad. Int. ALMA-R-2020-1613 del 21/08/2020). Prórroga Autorización Temporal SCV-09031,15_04_Comunic_Recibidas/2020/CI004_GP-13204_070108_CON_2264_PRORROGA_AUTO_SCV-09031.pdf
522,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0910,CONSORCIO 4C,GP-12251,02/04/2020,Respuesta comunicación CI.004/GP770/20/7.4.1 - (Rad. Int. ALMA-R-2020-0664 – 25/03/2020). Cronograma Niif.,15_04_Comunic_Recibidas/2020/CI004_GP-12251_070401_CON_0910_CRONOGRAMA_NIIF.pdf
523,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2333,CONSORCIO 4C,GP-13224,07/09/2020,"Presentación proyecto e Invitación capacitación: Espacio Público, Decreto 2770 de 1953, Ley 1228 del 2008, Resolución 716 del 2015, y decreto 2976 del 2010",15_04_Comunic_Recibidas/2020/CI004_GP-13224_070109_CON_2333_ESPACIO_PUB_DEC_2770.pdf
524,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2536,CONSORCIO 4C,GP-13368,01/10/2020,"Entrega informe de disposición de residuos en cumplimiento del artículo 3 del Auto DRAM 0791 del 9 de septiembre de 2020, y resolución CAR 0342 del 17 de febrero de 2016. Expediente 52183.",15_04_Comunic_Recibidas/2020/CI004_GP-13368_070108_CON_2536_DISPOSI_RESIDUOS_EXP_52183.pdf
525,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2263,CONSORCIO 4C,GP-13196,01/09/2020,Respuesta oficio 2020129766-2-000 (Rad. Int. ALMA-R-2020-1523 del 12/08/2020). Verificación preliminar ICA 12. Expediente: LAV0004-00-2016,15_04_Comunic_Recibidas/2020/CI004_GP-13196_070108_CON_2263_INF_ICA_N12.pdf
527,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2159,CONSORCIO 4C,GP-13143,20/08/2020,Entrega Informe avance actividades aprovechamiento forestal Resolución 2019-0494 del 18 de febrero del 2019. Expediente 500-11-2018-0183,15_04_Comunic_Recibidas/2020/CI004_GP-13143_070108_CON_2159_INF_APROVE_FORESTAL.pdf
529,16,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2622,CONSORCIO 4C,GP-13424,20/10/2020,"Respuesta comunicados GP7664, GP7884, GP7896, GP8088, GP8380, GP8486, GP8502 y comunicado ANI 20203050182781.",15_04_Comunic_Recibidas/2020/CI004_GP-13424_050300-070301_CON_2622_PUNTOS_CONTEO.pdf
528,6,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0001,CONSORCIO 4C,GP-11701,02/01/2019,"Solicitud lineamientos ambientales sobre el cambio de diseño de la glorieta costado oriental, Nuevo Puente de Honda. Unidad Funcional 5, Subsector 1.",15_04_Comunic_Recibidas/2020/CI004_GP-11701_070108_CON_0001_DISEÑ_GLORIET_ORIENTAL_NPH.pdf
530,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2427,CONSORCIO 4C,GP-13268,15/09/2020,Siembra compensaciones. Expediente 51538.,15_04_Comunic_Recibidas/2020/CI004_GP-13268_070108_CON_2427_SIEMBRA_COMPENSA_EXP_51538.pdf
531,10,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-3096,CONSORCIO 4C,GP-13699,21/12/2020,Respuesta oficio CAR 07202102127 (Rad. Int. ALMA-R-2020-1933 del 13/10/2020). Seguimiento permisos otorgados. Expediente: 51492,15_04_Comunic_Recibidas/2020/CI004_GP-13699_070108_CON_3096_SEG_PERM_OTORG_EXP_51492.pdf
532,2,FIDUCIARIA BOGOTÁ S.A.,SIN NÚMERO,CONSORCIO 4C,GP-13314,22/09/2020,*alcance* ESTADOS FINANCIEROS MES DE AGOSTO DE 2020 | PA 63664 ALTO MAGDALENA,15_04_Comunic_Recibidas/2020/CI004_GP-13314_070200_FBTA_SINNUMERO_ESTAD_FINANC_AGO20.pdf
533,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0014,CONSORCIO 4C,GP-11794,03/01/2020,"Entrega del expediente predial ALMA-5-0250, para revisión y aprobación de componente social del predio.",15_04_Comunic_Recibidas/2020/CI004_GP-11794_070402_CON_0014_EXP_SOCIAL.pdf
534,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-03980,CONSORCIO 4C,GP-11767,09/01/2020,Informe ejecutivo de avance de ejecución predial y sabana de avalúos del mes de diciembre del año 2019.,15_04_Comunic_Recibidas/2020/CI004_GP-11767_070401_CON_03980_INF_PREDIAL_DIC19.pdf
535,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0253,CONSORCIO 4C,GP-11877,30/01/2020,Entrega Informe Trimestral Ambiental N° 21.,15_04_Comunic_Recibidas/2020/CI004_GP-11877_070108_CON_0253_INF_TRIM_AMB_N°21.pdf
536,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1522,CONSORCIO 4C,GP-12734,04/06/2020,Informe 42 Evento Eximente de Responsabilidad (EER) del expediente 52038.,15_04_Comunic_Recibidas/2020/CI004_GP-12734_070108_CON_1522_INF_N42_EER_EXP_52038.pdf
537,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2424,CONSORCIO 4C,GP-13265,15/09/2020,Siembra compensaciones. Expediente 51524.,15_04_Comunic_Recibidas/2020/CI004_GP-13265_070108_CON_2424_SIEMBRA_COMPENSA_EXP_51524.pdf
538,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0367,CONSORCIO 4C,GP-11929,07/02/2020,Ajuste Diseño Geométrico Glorieta Norcasia y Entrega de Diseño Acceso al Predio ALMA-5-0070 (d1) Unidad Funcional 5.2,15_04_Comunic_Recibidas/2020/CI004_GP-11929_070107_CON_0367_DISÑ_GEOM_GLORIET_NORCASIA.pdf
539,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1695,CONSORCIO 4C,GP-12864,26/06/2020,Respuesta comunicación CI.004/GP7994/20/7.1.9 (Rad Int. ALMA-R-2020-1078 del 2/06/2020). Solicitud soportes arqueología UF 1 y UF2.,15_04_Comunic_Recibidas/2020/CI004_GP-12864_070109_CON_1695_SOPORT_ARQUEOLO_UF1_2.pdf
541,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1512,CONSORCIO 4C,GP-12764,04/06/2020,Respuesta comunicación CI.004/GP7800/20/7.4.1 (Rad. Int. ALMA-R-2020-0781 del 17/04/2020) Entrega del expediente predial (Físico) ALMA-5-0250-1 para aprobación definitiva del Estudio de Títulos y Ficha Predial.,15_04_Comunic_Recibidas/2020/CI004_GP-12764_070406_CON_1512_EXP_PREDIAL.pdf
543,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2262,CONSORCIO 4C,GP-13203,01/09/2020,Entrega Informe No. 6. Resolución No. 0817 del 24 de mayo de 2016 UF 4.1. Expediente ANLA LAV0004-00-2016 y Expediente DBSSE ATV0276,15_04_Comunic_Recibidas/2020/CI004_GP-13203_070108_CON_2262_INF_N06_RESOL_0817.pdf
542,5,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0388,CONSORCIO 4C,GP-11937,10/02/2020,"Ref. Contrato de Concesión bajo esquema APP N° 003-2014 – “Financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del Corredor Honda – Puerto Salgar – Girardot”, solicitud ajuste vía seguimiento a autorización ocupación de cauce para abscisa K121+702 Unidad Funcional 4.2. Expediente 51999.",15_04_Comunic_Recibidas/2020/CI004_GP-11937_070108_CON_0388_OCUP_CAUCE_K121+702.pdf
544,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2904,CONSORCIO 4C,GP-13577,20/11/2020,Avance siembra compensaciones. Expediente 52291,15_04_Comunic_Recibidas/2020/CI004_GP-13577_070108_CON_2904_SIEMBRA_COMPENSA_EXP_52291.pdf
546,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1265,CONSORCIO 4C,GP-12560,07/05/2020,Cumplimiento artículo 4 de la Resolución CAR. No. 1128 de 28 de abril de 2017. Entrega Informe establecimiento medida compensatoria. Expediente 60681.,15_04_Comunic_Recibidas/2020/CI004_GP-12560_070108_CON_1265_MEDIDA_COMPENSA_EXP_60681.pdf
545,8,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2908,CONSORCIO 4C,GP-13575,20/11/2020,"Respuesta Comunicación radicado interno ALMA-R-2020-0882 ""Invitación Sesión Concejo""",15_04_Comunic_Recibidas/2020/CI004_GP-13575_070103-070109_CON_2908_INVITA_SESION_CONSEJO.pdf
548,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2723,CONSORCIO 4C,GP-13484,29/10/2020,Inicio Etapa de Operación y Mantenimiento Corredor vial. Solicitud pie de fuerza y fichas técnicas.,15_04_Comunic_Recibidas/2020/CI004_GP-13484_050300_CON_2723_INICIO_O&M_PROYECTO.pdf
549,8,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0967,CONSORCIO 4C,GP-12314,13/04/2020,"Petición de revocatoria directa de la Resolución DRBM 0287 del 2 de octubre de 2019, por la cual se impone una medida preventiva y se toman otras determinaciones.",15_04_Comunic_Recibidas/2020/CI004_GP-12314_070108_CON_0967_RESOL_DRBM_0287.pdf
547,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2844,CONSORCIO 4C,GP-13543,17/11/2020,"Solicitud protección bienes de uso público, Invasión espacio público en el Pr 38 + 800, Ruta Nacional 4508, vía Guataquí, Costado Izquierdo.",15_04_Comunic_Recibidas/2020/CI004_GP-13543_070109_CON_2844_PROTEC_BIENES_USO_PUB.pdf
551,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1322,CONSORCIO 4C,GP-12607,14/05/2020,"Solicitud información respecto a la Gestión del Riesgo de Desastres del Municipio de Puerto Salgar, Cundinamarca.",15_04_Comunic_Recibidas/2020/CI004_GP-12607_070108-070109_CON_1322_GEST_RIESG_DESASTRES.pdf
552,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0943,CONSORCIO 4C,GP-12310,07/04/2020,Respuesta comunicación Nro. CI.004/GP7320/19/7.4.4 - Predio ALMA-4-0028,15_04_Comunic_Recibidas/2020/CI004_GP-12310_070404_CON_0943_EXP_EXPRO.pdf
550,10,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-3149,CONSORCIO 4C,GP-13741,23/12/2020,Respuesta oficio CAR 07202102127 (Rad. Int. ALMA-R-2020-1933 del 13/10/2020). Seguimiento permisos otorgados. Expediente: 56598,15_04_Comunic_Recibidas/2020/CI004_GP-13741_070108_CON_3149_SEG_PERM_OTORG_EXP_56598.pdf
553,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1572,CONSORCIO 4C,GP-12780,11/06/2020,Comunicación ANI 2020310014681 Traslado subcuenta Obras menores,15_04_Comunic_Recibidas/2020/CI004_GP-12780_070202_CON_1572_TRASLAD_SUBCTA_OBRAS_MENOR.pdf
554,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0735,CONSORCIO 4C,GP-12195,06/03/2020,Solicitud copia Informes Técnicos.,15_04_Comunic_Recibidas/2020/CI004_GP-12195_070108_CON_0735_INFORMES_TECNICOS.pdf
555,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-3081,CONSORCIO 4C,GP-13684,21/12/2020,Entrega soportes Pagos Seguridad Social septiembre y Salarios agosto de 2020.,15_04_Comunic_Recibidas/2020/CI004_GP-13684_070110_CON_3081_PAGOS_SEGYSAL_SEP_AGO.pdf
556,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0936,CONSORCIO 4C,GP-12280,06/04/2020,"Respuesta Comunicación ANI N° 20203050102621 – (Rad. Int. ALMA-R-2020-0712) del 02/04/2020, PQRS-UFS 2020-983, ""Remisión Derecho de Petición Personería Municipal La Dorada interpuesto por la Sra. Stephani Ceballos""",15_04_Comunic_Recibidas/2020/CI004_GP-12280_070109_CON_0936_DP_SCEBALLOS.pdf
558,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0448,CONSORCIO 4C,GP-11993,12/02/2020,Modificación Chaflán de Corte Talud Eje 4 Glorieta Norcasia,15_04_Comunic_Recibidas/2020/CI004_GP-11993_070107_CON_0448_CHAFLAN_TALUD_EJE_4.pdf
557,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0189,CONSORCIO 4C,GP-11840,27/01/2020,Respuesta comunicación CI.004/GP7436/20/7.4.6 (Rad. interno ALMA-R-2020-0106 del 21/01/2020) Entrega del expediente ALMA-5-0080 para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2020/CI004_GP-11840_070406_CON_0189_EXP_AVALUO.pdf
560,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0282,CONSORCIO 4C,GP-11873,03/02/2020,Respuesta comunicación CI.004/GP7259/19/7.4.6 (Rad. interno ALMA-R-20192851 - 05/12/2019) Entrega del expediente ALMA-5-0279 para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2020/CI004_GP-11873_070406_CON_0282_EXP_AVALUO.pdf
559,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1310,CONSORCIO 4C,GP-12587,14/05/2020,Respuesta Comunicado CI.004/GP7807/20/7.5 (Rad int. ALMA-R-2020-0788 del 17/04/2020) Revisión memoria técnica enero 2020.,15_04_Comunic_Recibidas/2020/CI004_GP-12587_070500_CON_1310_REV_MEMOTEC_ENE20.pdf
561,1,Agencia Nacional de Infraestructura,2020-304-001993-1,CONSORCIO 4C,GP-11835,27/01/2020,Solicitud para dar respuesta a requerimiento de la Red de Veedurías de Colombia/Radicado 20194091340682,15_04_Comunic_Recibidas/2020/CI004_GP-11835_070114_ANI_001993-1_RED_VEEDURIAS.pdf
562,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0144,CONSORCIO 4C,GP-11818,20/01/2020,"Informe 5 Evento Eximente de Responsabilidad (EER) del expediente 52038. Contrato de Concesión bajo esquema APP N° 003-2014 – La financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del corredor Honda – Puerto Salgar – Girardot, de acuerdo con el Apéndice Técnico 1 y demás Apéndices del Contrato.",15_04_Comunic_Recibidas/2020/CI004_GP-11818_070108_CON_0144_INF_05_EER_EXP_52038.pdf
563,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1290,CONSORCIO 4C,GP-12580,08/05/2020,Respuesta comunicación ANLA No. 2020056172-2-000 (Rad. Int. ALMA-R-2020-0761 del 14/04/2020). Expediente LAV0063-00-2015,15_04_Comunic_Recibidas/2020/CI004_GP-12580_070108_CON_1290_RTA_ANLA_2020056172-2-000.pdf
564,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1168,CONSORCIO 4C,GP-12494,29/04/2020,"Cumplimiento obligación artículo 2 del Auto CAR DRAM No. 050 del 15 de enero de 2020, y a la Resolución CAR No. 0420 del 27 de febrero de 2018. Entrega del informe de disposición de residuos. Expediente 61892.",15_04_Comunic_Recibidas/2020/CI004_GP-12494_070108_CON_1168_DISPOSI_RESIDUOS_EXP_61892.pdf
566,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2564,CONSORCIO 4C,GP-13382,06/10/2020,Cumplimiento artículo 3 Auto DRAM CAR N° 0708 del 13 de agosto del 2020. Entrega Informe medida compensatoria Resolución N° 0417 del 24 de febrero del 2016. Expediente 51886.,15_04_Comunic_Recibidas/2020/CI004_GP-13382_070108_CON_2564_MEDIDA_COMPENSA_EXP_51886.pdf
565,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1005,CONSORCIO 4C,GP-12351,17/04/2020,"Cumplimiento obligación artículo 2 Auto CAR DRAM 1590 del 12 de diciembre de 2019, y a la Resolución CAR DRAM 0367 del 18 de febrero de 2016. Entrega del informe de disposición de residuos Expediente 51900.",15_04_Comunic_Recibidas/2020/CI004_GP-12351_070108_CON_1005_CUMPLI_AUTO_DRAM_1590.pdf
567,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1107,CONSORCIO 4C,GP-12466,24/04/2020,Cumplimiento artículo segundo del Auto DRAM No.1653 de 26 diciembre del 2019. Entrega Informe medida compensatoria artículo cuarto Resolución N°0320 del 16 de febrero del 2016. Expediente 51835.,15_04_Comunic_Recibidas/2020/CI004_GP-12466_070108_CON_1107_CUMPLI_AUTO_DRAM_1653.pdf
