ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
966,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-03766,CONSORCIO 4C,GP-11577,03/12/2019,Entrega del Formato ANI-GCSP-F-203 Informe Ejecutivo – noviembre de 2019,15_04_Comunic_Recibidas/2019/CI004_GP-11577_070201-070109_CON_03766_FOR_GCSP-F203_NOV19.pdf
969,2,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-10878,22/08/2019,Respuesta comunicación CI.004/GP6727/19/7.4.4 - Observaciones resolución de expropiación predio ALMA-3-0082,15_04_Comunic_Recibidas/2019/CI004_GP-10878_070404_CON_02723_EXP_EXPRO.pdf
968,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-11255,28/10/2019,Respuesta comunicación CI.004/GP6999/19/5.3 (Rad. interno ALMA-R-20192312 del 26/09/2019). Entrega del expediente ALMA-5-0250 para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2019/CI004_GP-11255_070406_CON_03357_EXP_AVALUO.pdf
970,3,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9540,16/01/2019,Respuesta comunicación CI.004/GP 5784/19/7.3.1 del 04 de enero de 2019 (Rad. Interno ALMA-R-2019-0044) - Estación Pesaje San Lorenzo,15_04_Comunic_Recibidas/2019/CI004_GP-9540_070301_CON_00147_PESAJE_SAN_LORENZO.pdf
971,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-11378,12/11/2019,Respuesta comunicación CI.004/GP7129/19/7.4.6 (Rad. interno ALMA-R-20192584 del 01/11/2019). Entrega del expediente ALMA-2-0087 para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2019/CI004_GP-11378_070406_CON_03462_EXP_AVALUO.pdf
972,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-01358,CONSORCIO 4C,GP-10391,15/04/2019,Entrega expediente ALMA-3-0065 para revisión en la etapa de expropiación.,15_04_Comunic_Recibidas/2019/CI004_GP-10391_070404_CON_01358_EXP_EXPRO.pdf
973,4,CONCESION ALTO MAGDALENA S.A.S.,03191102542,CONSORCIO 4C,GP-11408,13/11/2019,Solicitud visita compensación permisos de ocupación Funcionales 2 y 3.,15_04_Comunic_Recibidas/2019/CI004_GP-11408_070108_CON_03539_OCUPA_CAUCE_UF2_3.pdf
975,4,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9891,04/03/2019,Respuesta Auto GSC ZC No 000143 del 18 de febrero de 2019. Expediente: Autorización Temporal QBN-15031.,15_04_Comunic_Recibidas/2019/CI004_GP-9891_070108_CON_00781_AUTO_GSC_ZC_000143.pdf
976,2,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-11051,19/09/2019,Respuesta PQRS UF3-2019-388 del 04/09/2019 alcance respuesta comunicado ANI No. 20193050310601 (Rad. Int. ALMA-R-20192221 -16/09/2019) - solicitud exoneración pago de la tarifa del peaje-Vehículo Volkswagen Modelo 2015 de placas ODR 738,15_04_Comunic_Recibidas/2019/CI004_GP-11051_070109_CON_02987_EXONERA_PAG_PEAJE.pdf
977,2,CONCESIÓN ALTO MAGDALENA S.A.S.,CL.004/GP5616/18/7.4.4,CONSORCIO 4C,GP-10899,20/08/2019,"Respuesta oficio CL.004/GP5616/18/7.4.4 (Rad. Interno ALMA-R-2018-3662, 27/11/2018 – Remisión expediente ALMA - 5-0107)",15_04_Comunic_Recibidas/2019/CI004_GP-10899_070401_CON_02699_EXP_PREDIAL.pdf
974,2,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-10345,22/05/2019,"Contrato de Concesión bajo esquema APP N° 003-2014 – “Financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del Corredor Honda – Puerto Salgar – Girardot”. Respuesta Oficios CI.004/GP6305/19/7.4.4 con radicado interno ALMA-R-20191006, del 16 de abril de 2019 y CI.004/GP6421/19/7.4.4 con radicado interno ALMA-R-20191198, del 16 de mayo de 2019.",15_04_Comunic_Recibidas/2019/CI004_GP-10345_070404_CON_01786_REQUE_JUDIC_EXPRO.pdf
978,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-00903,CONSORCIO 4C,GP-9939,12/03/2019,Entrega Expediente Final ALMA-4-0012,15_04_Comunic_Recibidas/2019/CI004_GP-9939_070401_CON_00903_EXP_FINAL.pdf
980,3,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9469,04/01/2019,Entrega de bienes a la policía de carreteras por reposición – año 2018,15_04_Comunic_Recibidas/2019/CI004_GP-9469_070304_CON_00045_BIENES_POLICIA.pdf
979,3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-03266,CONSORCIO 4C,GP-11217,21/10/2019,Solicitud copia del expediente RL5-09311.,15_04_Comunic_Recibidas/2019/CI004_GP-11217_070108_CON_03266_SCTUD_EXP_RL5-09311.pdf
981,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-03383,CONSORCIO 4C,GP-11285,30/10/2019,Informe semanal del 21 al 27 de octubre trabajos de protección de tubería activa de 6” y pasiva de 8” Unidad Funcional 5.2.,15_04_Comunic_Recibidas/2019/CI004_GP-11285_070115_CON_03383_INF_PROTEC_TUB_UF5.pdf
983,1,,,CONSORCIO 4C,GP-9771,,,15_04_Comunic_Recibidas/2019/CI004_GP-9771_070107-090300_CON_00648_ANDEN_CTROS_POBL.pdf
986,2,,,CONSORCIO 4C,GP-11688,,,15_04_Comunic_Recibidas/2019/CI004_GP-11688_070301_CON_03985_AVANCE_INSTALA_IPREV.pdf
987,11,,,CONSORCIO 4C,GP-9953,,,15_04_Comunic_Recibidas/2019/CI004_GP-9953_070401_CON_00968_INF_PREDIAL_EER_UF4.pdf
988,2,,,CONSORCIO 4C,GP-10414,,,15_04_Comunic_Recibidas/2019/CI004_GP-10414_070109_CON_01931_OBS_TRIME_SOCIAL18.pdf
989,6,,,CONSORCIO 4C,GP-9756,,,15_04_Comunic_Recibidas/2019/CI004_GP-9756_070109_CON_00629_RETIRO_VENTA_AMBULANTE.pdf
985,1,,,CONSORCIO 4C,GP-11411,,,15_04_Comunic_Recibidas/2019/CI004_GP-11411_070108_CON_03529_SIEMBRA_COMPENSA_EXP_52187.pdf
990,1,,,CONSORCIO 4C,GP-10260,,,15_04_Comunic_Recibidas/2019/CI004_GP-10260_070109_CON_01698_INF_TRIM_SOCIAL18.pdf
991,2,,,CONSORCIO 4C,GP-9591,,,15_04_Comunic_Recibidas/2019/CI004_GP-9591_070103_CON_00339_TRASLAPOS_PTE_DORADIT.pdf
992,1,,,CONSORCIO 4C,GP-10868,,,15_04_Comunic_Recibidas/2019/CI004_GP-10868_070401_CON_02582_EXP_FINAL.pdf
993,1,,,CONSORCIO 4C,GP-10973,,,15_04_Comunic_Recibidas/2019/CI004_GP-10973_070401_CON_02894_EXP_PREDIAL.pdf
982,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2019-03533,CONSORCIO 4C,GP-11488,13/11/2019,"Entrega Expedientes Prediales Finales ALMA-3-0071, ALMA-3-0072, ALMA-5-0240 Y ALMA-5-0241.",15_04_Comunic_Recibidas/2019/CI004_GP-11488_070401_CON_03533_EXP_FINAL.pdf
994,1,,,CONSORCIO 4C,GP-11259,,,15_04_Comunic_Recibidas/2019/CI004_GP-11259_070108_CON_03270_INF_CUMPLI_AMB_N°7.pdf
995,1,,,CONSORCIO 4C,GP-9898,,,15_04_Comunic_Recibidas/2019/CI004_GP-9898_070108_CON_00836_RESOL_0660.pdf
996,1,,,CONSORCIO 4C,GP-10676,,,15_04_Comunic_Recibidas/2019/CI004_GP-10676_070401_CON_02356_EXP_FINAL.pdf
984,2,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-10760,01/08/2019,Envío Formulario liquidación y declaración de regalías segundo Trimestre Año 2019. Expediente: QBN-15031,15_04_Comunic_Recibidas/2019/CI004_GP-10760_070108_CON_02520_REGALIAS_EXP_QBN-15031.pdf
997,13,,,CONSORCIO 4C,GP-9526,,,15_04_Comunic_Recibidas/2019/CI004_GP-9526_070108-070401_CON_00139_DENUN_IRREGUL.pdf
998,1,,,CONSORCIO 4C,GP-10732,,,15_04_Comunic_Recibidas/2019/CI004_GP-10732_070406_CON_02334_EXP_AVALUO.pdf
999,1,,,CONSORCIO 4C,GP-10990,,,15_04_Comunic_Recibidas/2019/CI004_GP-10990_070402_CON_02883_EXP_SOCIAL.pdf
1000,11,,,CONSORCIO 4C,GP-10538,,,15_04_Comunic_Recibidas/2019/CI004_GP-10538_070304_CON_02162_SEG_VIAL_APERTU_UF5.4.pdf
1001,17,,,CONSORCIO 4C,GP-10245,,,15_04_Comunic_Recibidas/2019/CI004_GP-10245_050300_CON_01643_EER_NUEVA_RED_UF5.pdf
1002,2,,,CONSORCIO 4C,GP-10707,,,15_04_Comunic_Recibidas/2019/CI004_GP-10707_070402_CON_02424_EXP_SOCIAL.pdf
1003,1,,,CONSORCIO 4C,GP-10940,,,15_04_Comunic_Recibidas/2019/CI004_GP-10940_070401_CON_02826_SABANA_PREDIAL.pdf
1004,1,,,CONSORCIO 4C,GP-10653,,,15_04_Comunic_Recibidas/2019/CI004_GP-10653_070111_CON_02321_PMT_GLORIETAS_UF5.2.pdf
1005,10,,,CONSORCIO 4C,GP-10727,,,15_04_Comunic_Recibidas/2019/CI004_GP-10727_070109_CON_02472_INF_EER_ARQUEOL_UF5.pdf
1006,2,,,CONSORCIO 4C,GP-10316,,,15_04_Comunic_Recibidas/2019/CI004_GP-10316_070108_CON_01651_CUMPLI_RESOL_DBBSE_2284.pdf
1007,1,,,CONSORCIO 4C,GP-11197,,,15_04_Comunic_Recibidas/2019/CI004_GP-11197_070108_CON_03255_SIEMBRA_COMPENSA_62274.pdf
1008,1,,,CONSORCIO 4C,GP-10416,,,15_04_Comunic_Recibidas/2019/CI004_GP-10416_070401_CON_01918_EXP_FINAL.pdf
1009,1,,,CONSORCIO 4C,GP-11173,,,15_04_Comunic_Recibidas/2019/CI004_GP-11173_070401_CON_03196_EXP_FINAL.pdf
1010,2,,,CONSORCIO 4C,GP-10220,,,15_04_Comunic_Recibidas/2019/CI004_GP-10220_070107-070103_CON_01469_SEGUI_PEAJE_UF5.4.pdf
1011,1,,,CONSORCIO 4C,GP-10203,,,15_04_Comunic_Recibidas/2019/CI004_GP-10203_070401-070109_CON_01461_PQRS_HCARDENAS.pdf
1012,1,,,CONSORCIO 4C,GP-9618,,,15_04_Comunic_Recibidas/2019/CI004_GP-9618_070401_CON_00299_SABANA_PREDIAL.pdf
1013,2,,,CONSORCIO 4C,GP-9720,,,15_04_Comunic_Recibidas/2019/CI004_GP-9720_070201_ANI_004125-1_DP_SJUAN_RSECO.pdf
1014,8,,,CONSORCIO 4C,GP-11086,,,15_04_Comunic_Recibidas/2019/CI004_GP-11086_070401_CON_03112_PREDIOS_PDTE_IGAC.pdf
1015,10,,,CONSORCIO 4C,GP-9814,,,15_04_Comunic_Recibidas/2019/CI004_GP-9814_070115-070108_CON_00683_INTERF_REDES.pdf
1016,1,,,CONSORCIO 4C,GP-11089,,,15_04_Comunic_Recibidas/2019/CI004_GP-11089_070107_CON_03104_DISEÑ_CAMBRAS_NPH_UF5.1.pdf
1017,1,,,CONSORCIO 4C,GP-11108,,,15_04_Comunic_Recibidas/2019/CI004_GP-11108_070210_CON_02779_ACTAS_RETRIBU_UF4.pdf
1018,1,,,CONSORCIO 4C,GP-10204,,,15_04_Comunic_Recibidas/2019/CI004_GP-10204_070107_CON_01478_SEGUI_AREA_SERVI.pdf
1019,8,,,CONSORCIO 4C,GP-10755,,,15_04_Comunic_Recibidas/2019/CI004_GP-10755_050300_CON_02562_PLAZO_CURA_SICC.pdf
1020,1,,,CONSORCIO 4C,GP-10526,,,15_04_Comunic_Recibidas/2019/CI004_GP-10526_070108_CON_02079_NOTIFI_ELECTRO.pdf
1021,1,,,CONSORCIO 4C,GP-9662,,,15_04_Comunic_Recibidas/2019/CI004_GP-9662_070401_CON_00453_SABANA_PREDIAL.pdf
1022,1,,,CONSORCIO 4C,GP-10698,,,15_04_Comunic_Recibidas/2019/CI004_GP-10698_070406_CON_02331_EXP_AVALUO.pdf
1023,1,,,CONSORCIO 4C,GP-10317,,,15_04_Comunic_Recibidas/2019/CI004_GP-10317_070108_CON_01666_CUMPLI_RESOL_0660.pdf
1024,3,,,CONSORCIO 4C,GP-11607,,,15_04_Comunic_Recibidas/2019/CI004_GP-11607_070108_CON_03841_POLIZAS_RESOL_021-2016.pdf
1025,1,,,CONSORCIO 4C,GP-10543,,,15_04_Comunic_Recibidas/2019/CI004_GP-10543_070406_CON_02174_EXP_AVALUO.pdf
1026,1,,,CONSORCIO 4C,GP-10158,,,15_04_Comunic_Recibidas/2019/CI004_GP-10158_070406_CON_01199_EXP_AVALUO.pdf
1027,3,,,CONSORCIO 4C,GP-11623,,,15_04_Comunic_Recibidas/2019/CI004_GP-11623_070201_CON_03821_INF_INGRE_EGRE_NOV19.pdf
1028,4,,,CONSORCIO 4C,GP-11445,,,15_04_Comunic_Recibidas/2019/CI004_GP-11445_070401_CON_03312_DESENGLO_CATASTRAL.pdf
1029,3,,,CONSORCIO 4C,GP-9784,,,15_04_Comunic_Recibidas/2019/CI004_GP-9784_090300_CON_00688_DETECTOR_ALTURA_LASER.pdf
1030,2,,,CONSORCIO 4C,GP-11587,,,15_04_Comunic_Recibidas/2019/CI004_GP-11587_050300_CON_03795_POLIZAS_ACTUAL_DIC19.pdf
1031,4,,,CONSORCIO 4C,GP-9879,,,15_04_Comunic_Recibidas/2019/CI004_GP-9879_040300-020200_ANI_007217-1_APROB_HV_GOG.pdf
1032,1,,,CONSORCIO 4C,GP-9436,,,15_04_Comunic_Recibidas/2019/CI004_GP-9436_070406_CON_4420_EXP_AVALUO.pdf
1033,3,,,CONSORCIO 4C,GP-10464,,,15_04_Comunic_Recibidas/2019/CI004_GP-10464_070201_CON_02029_INF_ING_EGRE_MAY.pdf
1034,1,,,CONSORCIO 4C,GP-11670,,,15_04_Comunic_Recibidas/2019/CI004_GP-11670_070401_CON_03930_SABANA_PREDIAL.pdf
1035,1,,,CONSORCIO 4C,GP-10555,,,15_04_Comunic_Recibidas/2019/CI004_GP-10555_070401_CON_02098_EXP_FINAL.pdf
1036,2,,,CONSORCIO 4C,GP-11050,,,15_04_Comunic_Recibidas/2019/CI004_GP-11050_070301_CON_02973_PEAJE_BRISAS.pdf
1037,3,,,CONSORCIO 4C,GP-11032,,,15_04_Comunic_Recibidas/2019/CI004_GP-11032_070201_CON_02880_INF_ING_EGRESOS_AGO.pdf
1038,3,,,CONSORCIO 4C,GP-9568,,,15_04_Comunic_Recibidas/2019/CI004_GP-9568_070108_CON_00183_FOR_REGALIAS_QBN15031.pdf
1039,2,,,CONSORCIO 4C,GP-10934,,,15_04_Comunic_Recibidas/2019/CI004_GP-10934_070108_CON_02754_CAR_0191100736_EXP_51510.pdf
1040,2,,,CONSORCIO 4C,GP-9741,,,15_04_Comunic_Recibidas/2019/CI004_GP-9741_070115_CON_00593_ACTA_N°12_REDES.pdf
1041,3,,,CONSORCIO 4C,GP-11149,,,15_04_Comunic_Recibidas/2019/CI004_GP-11149_070201_CON_03167_ING_EGRE_SEP19.pdf
1042,11,,,CONSORCIO 4C,GP-9668,8 de febrero de 2019,,15_04_Comunic_Recibidas/2019/CI004_GP-9668_070401_CON_00524_GEST_PREDIAL_EER_UF4.pdf
1043,2,,,CONSORCIO 4C,GP-10845,,,15_04_Comunic_Recibidas/2019/CI004_GP-10845_070108_CON_02678_DISPOSI_FINAL_MATERIAL.pdf
1044,1,,,CONSORCIO 4C,GP-10709,,,15_04_Comunic_Recibidas/2019/CI004_GP-10709_070401_CON_02476_PRESENTA_PERITO_LONPA.pdf
1045,1,,,CONSORCIO 4C,GP-11191,,,15_04_Comunic_Recibidas/2019/CI004_GP-11191_070108_CON_03249_SIEMBRA_COMPENSA_51980.pdf
1046,1,,,CONSORCIO 4C,GP-10049,,,15_04_Comunic_Recibidas/2019/CI004_GP-10049_070108_CON_01057_OBRAS_RESOL_298.pdf
1047,4,,,CONSORCIO 4C,GP-10783,,,15_04_Comunic_Recibidas/2019/CI004_GP-10783_070109_CON_02578_QUEJAS_PTO_BGTA.pdf
1048,1,,,CONSORCIO 4C,GP-11300,,,15_04_Comunic_Recibidas/2019/CI004_GP-11300_070107_CON_03427_DRENAJE_VIAL_PTO_BGTA.pdf
1049,2,,,CONSORCIO 4C,GP-10329,,,15_04_Comunic_Recibidas/2019/CI004_GP-10329_070108_CON_01705_CUMPLI_RESOL_2365.pdf
1050,1,,,CONSORCIO 4C,GP-11477,,,15_04_Comunic_Recibidas/2019/CI004_GP-11477_070406_CON_03626_EXP_AVALUO.pdf
1051,1,,,CONSORCIO 4C,GP-11684,,,15_04_Comunic_Recibidas/2019/CI004_GP-11684_070500_CON_03974_MEMOTEC_NOV19.pdf
1052,4,,,CONSORCIO 4C,GP-10221,,,15_04_Comunic_Recibidas/2019/CI004_GP-10221_070108_CON_01536_ALC_EXPEDIENTE_52046.pdf
1053,1,,,CONSORCIO 4C,GP-10178,,,15_04_Comunic_Recibidas/2019/CI004_GP-10178_070402_CON_01355_EXP_SOCIAL.pdf
1054,1,,,CONSORCIO 4C,GP-11567,,,15_04_Comunic_Recibidas/2019/CI004_GP-11567_070108_CON_03688_INF_TRIM_AMB_N19.pdf
1055,1,,,CONSORCIO 4C,GP-11547,,,15_04_Comunic_Recibidas/2019/CI004_GP-11547_070108_CON_03718_REITERA_CAR_20191120869.pdf
1056,4,,,CONSORCIO 4C,GP-11052,,,15_04_Comunic_Recibidas/2019/CI004_GP-11052_070301_CON_03012_PUNTOS_CONTEO_VEHICUL.pdf
1057,1,,,CONSORCIO 4C,GP-9925,,,15_04_Comunic_Recibidas/2019/CI004_GP-9925_070401_CON_00883_SABANA_PREDIAL.pdf
1058,1,,,CONSORCIO 4C,GP-10130,,,15_04_Comunic_Recibidas/2019/CI004_GP-10130_070406_CON_01349_SABANA_PREDIAL.pdf
1059,2,,,CONSORCIO 4C,GP-10264,,,15_04_Comunic_Recibidas/2019/CI004_GP-10264_070108_CON_01646_RESOL_1684.pdf
1060,1,,,CONSORCIO 4C,GP-9605,,,15_04_Comunic_Recibidas/2019/CI004_GP-9605_070108_CON_00085_PERDID_BIO_UF1.pdf
1061,1,,,CONSORCIO 4C,GP-9788,,,15_04_Comunic_Recibidas/2019/CI004_GP-9788_070101_CON_00692_SEGUI_PTE_HONDA.pdf
1062,9,,,CONSORCIO 4C,GP-10186,,,15_04_Comunic_Recibidas/2019/CI004_GP-10186_070401-070101_CON_01451_ADQUIS_PREDIAL.pdf
1063,2,,,CONSORCIO 4C,GP-9916,,,15_04_Comunic_Recibidas/2019/CI004_GP-9916_070114_ANI_007506-1_EDS_BALCON_CEIBA.pdf
1064,2,,,CONSORCIO 4C,GP-11683,,,15_04_Comunic_Recibidas/2019/CI004_GP-11683_070110_CON_03972_INF_INVESTIG_ACCIDENTES.pdf
1065,1,,,CONSORCIO 4C,GP-9546,,,15_04_Comunic_Recibidas/2019/CI004_GP-9546_070109_CON_00110_PLAN_CAPACITA_COMUNI.pdf
1066,1,,,CONSORCIO 4C,GP-9457,,,15_04_Comunic_Recibidas/2019/CI004_GP-9457_070500_CON_4773_OBS_MEMOTEC_SEP_OCT.pdf
1067,1,,,CONSORCIO 4C,GP-11588,,,15_04_Comunic_Recibidas/2019/CI004_GP-11588_070108_CON_03796_REGALIAS_1TRIM_SCV-09031.pdf
1068,1,,,CONSORCIO 4C,GP-10695,,,15_04_Comunic_Recibidas/2019/CI004_GP-10695_070108_CON_02394_INF_N6_RESOL_1701.pdf
1069,1,,,CONSORCIO 4C,GP-10282,,,15_04_Comunic_Recibidas/2019/CI004_GP-10282_070108_CON_01680_CUMPLI_RESOL_1090.pdf
1070,4,,,CONSORCIO 4C,GP-11093,,,15_04_Comunic_Recibidas/2019/CI004_GP-11093_070109_CON_03121_ESPAC_PUB_PTO_BGTA.pdf
1071,11,,,CONSORCIO 4C,GP-11463,,,15_04_Comunic_Recibidas/2019/CI004_GP-11463_070109_CON_03604_PROG_ATEN_USUARIO.pdf
1072,1,,,CONSORCIO 4C,GP-10562,,,15_04_Comunic_Recibidas/2019/CI004_GP-10562_050300-070401_CON_02184_EXP_FINAL.pdf
1073,6,,,CONSORCIO 4C,GP-9914,,,15_04_Comunic_Recibidas/2019/CI004_GP-9914_070500_CON_00867_OBS_MEMOTEC_SEP.pdf
1074,3,,,CONSORCIO 4C,GP-10359,,,15_04_Comunic_Recibidas/2019/CI004_GP-10359_070108_CON_01782_RESOL_1685.pdf
1075,1,,,CONSORCIO 4C,GP-10352,,,15_04_Comunic_Recibidas/2019/CI004_GP-10352_070111_CON_01762_PMT_PRUEB_PTES_UF5.2.pdf
1076,1,,,CONSORCIO 4C,GP-9657,,,15_04_Comunic_Recibidas/2019/CI004_GP-9657_050300_CON_00464_ALC_EER_ALMA-4-0004-2.pdf
1077,1,,,CONSORCIO 4C,GP-10621,,,15_04_Comunic_Recibidas/2019/CI004_GP-10621_070401_CON_01663_EXP_PREDIAL.pdf
1078,1,,,CONSORCIO 4C,GP-9858,,,15_04_Comunic_Recibidas/2019/CI004_GP-9858_070402_CON_4576_EXP_SOCIAL.pdf
1079,1,,,CONSORCIO 4C,GP-11597,,,15_04_Comunic_Recibidas/2019/CI004_GP-11597_070115_MGM_7124_PLANOS_RECORD_UF2_UF3.pdf
1080,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-03863,CONSORCIO 4C,GP-11628,12/12/2019,Siembra compensaciones. Expediente 51703.,15_04_Comunic_Recibidas/2019/CI004_GP-11628_070108_CON_03863_SIEMBRA_COMPENSA_EXP_51703.pdf
1081,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-03216,CONSORCIO 4C,GP-11236,17/10/2019,Entrega Expedientes Prediales Finales ALMA-4-0019 y ALMA-4-0071,15_04_Comunic_Recibidas/2019/CI004_GP-11236_070401_CON_03216_EXP_FINAL.pdf
1082,7,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-10680,18/07/2019,Respuesta CI.004/GP6652/197.1.10 del 10 de julio del 2019 (Radicado ALMA-R-20191648) Incumplimiento Condiciones de Seguridad UF 5.,15_04_Comunic_Recibidas/2019/CI004_GP-10680_070110_CON_02357_CONDIC_SEG_UF5.pdf
1083,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9959,13/03/2019,Respuesta comunicación CI.004/GP5021/18/7.1.7 – Radicado ALMA-R-2018-2630 del 22 de agosto de 2018. Revisión Diseño Puente Peatonal de Puerto Bogotá – UF 5.1,15_04_Comunic_Recibidas/2019/CI004_GP-9959_070107_CON_00933_DISEÑ_PTE_PEATON_PTO_BGTA.pdf
1085,2,CONCESION ALTO MAGDALENA S.A.S,,CONSORCIO 4C,GP-9676,05/01/2019,Entrega de investigaciones de accidentalidad laboral 2018.,15_04_Comunic_Recibidas/2019/CI004_GP-9676_070110_CON_00456_ACCIDENT_LABORAL_18.pdf
1084,2,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-10494,19/06/2019,Comunicación CI.004/GP6571/19/7.5-9.3 – Radicado ALMA-R-20191470 del 14 de junio de 2019. Respuesta ALMA-2019-00594 / Informe Terminación Etapa Preoperativa -UF3,15_04_Comunic_Recibidas/2019/CI004_GP-10494_070500-090300_CON_02076_INFO_TERMINA_UF3.pdf
1086,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-03035,CONSORCIO 4C,GP-11154,24/09/2019,"Entrega de tres (3) expedientes de las Unidades Funcionales 4 y 5, para revisión en la etapa de expropiación.",15_04_Comunic_Recibidas/2019/CI004_GP-11154_070404_CON_03035_EXP_EXPRO.pdf
1087,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-03415,CONSORCIO 4C,GP-11312,05/11/2019,Entrega de la Sabana Predial y Tira topográfica.,15_04_Comunic_Recibidas/2019/CI004_GP-11312_070401_CON_03415_SABANA_PREDIAL.pdf
1088,2,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9732,13/02/2019,Respuesta a su comunicado CI.004/GP5687/18/5.3 con radicado ALMA-R-2018-3798. Garantía única de cumplimiento Póliza GU62068.,15_04_Comunic_Recibidas/2019/CI004_GP-9732_050300_CON_00567_POLIZA_GU62068.pdf
1089,6,CONCESION ALTO MAGDALENA S.A.S,,CONSORCIO 4C,GP-11150,15/10/2019,"Solicitud atención prioritaria zona de alto riesgo en el barrio Las Colinas Inspección de Puerto Bogotá por condiciones del terreno, caso especial Juliett Perdomo.",15_04_Comunic_Recibidas/2019/CI004_GP-11150_070109_CON_03184_ZONA_RIESG_JPERDOMO.pdf
1090,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2019-02920,CONSORCIO 4C,GP-11251,11/09/2019,Entrega expediente ALMA-5-0133 para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2019/CI004_GP-11251_070406_CON_02920_EXP_AVALUO.pdf
1091,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-02736,CONSORCIO 4C,GP-10913,23/08/2019,Entrega Expediente Predial Final ALMA-2-0025,15_04_Comunic_Recibidas/2019/CI004_GP-10913_070401_CON_02736_EXP_FINAL.pdf
1092,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-00736,CONSORCIO 4C,GP-9808,26/02/2019,Entrega Expediente Final ALMA-4-0002,15_04_Comunic_Recibidas/2019/CI004_GP-9808_070401_CON_00736_EXP_FINAL_4-0002.pdf
1094,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9975,18/03/2019,Informe semanal sobre el desarrollo del Evento Eximente de Responsabilidad Arqueológico en la UF 5 - Periodo del 11 al 17 de marzo de 2019.,15_04_Comunic_Recibidas/2019/CI004_GP-9975_070109_CON_00981_INF_EER_UF5.pdf
1093,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9712,13/02/2019,"Respuesta a los oficios CI.004/GP5737/18/7.4.1, con radicado interno ALMA-R-2018-3895, con fecha 14 de diciembre de 2018 y CI.004/GP5752/18/7.4.1 con radicado interno ALMA-R-2019-0051 (Rad. 20/12/2018).",15_04_Comunic_Recibidas/2019/CI004_GP-9712_070401_CON_00573_EXP_PREDIAL.pdf
1095,2,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-10986,10/09/2019,Respuesta comunicación CI.004/GP6884/19/7.3.4 (Rad. Interno ALMA-R-20192053 - 27/08/2019) Poste de Alumbrado Público - Riesgo Inminente,15_04_Comunic_Recibidas/2019/CI004_GP-10986_070304_CON_02903_POSTE_ALUMBRA_PUB.pdf
1096,1,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-2019-02503,CONSORCIO 4C,GP-10737,01/08/2019,Entrega informe de resultados de la medición y autoevaluación de los programas de Gestión Social Contractual.,15_04_Comunic_Recibidas/2019/CI004_GP-10737_070109_CON_02503_INF_RESULT_MEDICI.pdf
