ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
159,3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1488,CONSORCIO 4C,GP-16386,13/10/2022,Cumplimiento obligación pago servicio de seguimiento y control ambiental. Auto DRAM No. 03226001208 de 26/08/2022 (Rad. Int. ALMA- R-2022-1256 del 30/08/2022). Expediente 51840,15_04_Comunic_Recibidas/2022/CI004_GP-16386_070108_CON_1488_PAG_SERV_SEG_AMB_EXP_51840.pdf
161,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1129,CONSORCIO 4C,GP-16056,05/08/2022,Entrega Informe Gerencial Mensual N° 93 – julio 2022,15_04_Comunic_Recibidas/2022/CI004_GP-16056_070500_CON_1129_INF_MEN_N93_JUL22.pdf
162,21,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0362,CONSORCIO 4C,GP-15426,11/03/2022,Respuesta comunicación con radicado GS-2021-130319-DETOL – Solicitud equipos sistema back to back,15_04_Comunic_Recibidas/2022/CI004_GP-15426_070300_CON_0362_SCTUD_EQUIP_BACK_TO_BACK.pdf
163,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0044,CONSORCIO 4C,GP-15216,13/01/2021,Entrega Registro consolidado recuperación espacio público Diciembre 2021,15_04_Comunic_Recibidas/2022/CI004_GP-15216_070109_CON_0044_ENTREG_REG_RECUP_ESPAC_PUB_DIC21.pdf
164,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1068,CONSORCIO 4C,GP-15991,15/07/2022,"Solicitud aval predio Quinta Brasilia implementación propuesta de enriquecimiento vegetal en cumplimiento del permiso de levantamiento de veda otorgado por la Resolución 2602 del 18 de diciembre de 2015. Exp. ATV 0275, DBBSE.",15_04_Comunic_Recibidas/2022/CI004_GP-15991_070108_CON_1068_LEVAN_VEDA_RES_2602.pdf
165,6,Agencia Nacional de Infraestructura,No aplica,CONSORCIO 4C,GP-15478,29/03/2022,Solicitud de información Seguimiento Valoración Obligaciones Contingentes con corte a febrero de 2022. Contrato de Concesión No. 003 de 2014 – Proyecto Girardot – Honda – Puerto Salgar. Concesión Alto Magdalena S.A.S.,15_04_Comunic_Recibidas/2022/CI004_GP-15478_070200_ANI_008448-1_SCTUD_INFO_OBLIGA_CONTING.pdf
167,6,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0066,CONSORCIO 4C,GP-15235,21/01/2022,Respuesta comunicado CI.004/GP9521/21/7.1.4 (Rad. Int. ALMA-R-2021-1562 - 30/10/2021). Operación y Mantenimiento de las Áreas Contractuales.,15_04_Comunic_Recibidas/2022/CI004_GP-15235_070104_CON_0066_O&M_AREAS_CONTRACTUAL.pdf
166,2,Agencia Nacional de Infraestructura - ANI,CI004_GP-16268_070108_ANI_029132-1,CONSORCIO 4C,GP-16268,16/09/2022,"Solicitud de información estado de avance en la ejecución de la inversión forzosa de no menos del 1%. Contrato de Concesión N° 003 de 2014, proyecto Honda – Puerto Salgar – Girardot.",15_04_Comunic_Recibidas/2022/CI004_GP-16268_070108_ANI_029132-1_SCTUD_INFO_AVANCE_INVER.pdf
168,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0443,CONSORCIO 4C,GP-15494,01/04/2022,"Alcance comunicado ALMA-2022-0201 – Informe de avance reparaciones pavimento UF4, para dar cumplimiento a indicadores, con corte a marzo de 2022.",15_04_Comunic_Recibidas/2022/CI004_GP-15494_070303_CON_0443_INF_REPARA_PAVI_UF4.pdf
169,6,Agencia Nacional de Infraestructura,20223110288101,CONSORCIO 4C,GP-16249,15/09/2022,"Respuesta a sus comunicados No. ALMA-2022-0718 y ALMA-2022-1168 con radicados ANI No. 20224090584302 y 20224090894782 respectivamente, Aprobación Cuenta de Cobro No. 5 Contingencia Redes. Proyecto Girardot-Honda-Puerto Salgar. Contrato de Concesión No. 003 de 2014. Concesión Alto Magdalena S.A.S. No. de radicado al que responde: 20224090584302 y 20224090894782.",15_04_Comunic_Recibidas/2022/CI004_GP-16249_070115-070201_ANI_028810-1_CTA_COBRO_N5_REDES.pdf
171,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0352,CONSORCIO 4C,GP-15422,11/03/2022,Solicitud reunión socialización Auto No. 09099 del 16 de septiembre de 2020 Etapa de Desmantelamiento y Abandono. Expediente LAV 0063-00-2015,15_04_Comunic_Recibidas/2022/CI004_GP-15422_070108_CON_0352_DESMANTE_ABANDONO_AUTO_09099.pdf
170,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0184,CONSORCIO 4C,GP-15309,04/02/2022,Cumplimiento obligación pago servicio de seguimiento y control ambiental. Auto DRAM 03216000668 del 12/07/2021 (Rad. Interno ALMA-R-2021-1827). Expediente 52175,15_04_Comunic_Recibidas/2022/CI004_GP-15309_070108_CON_0184_PAG_SEG_AMB_EXP_52175.pdf
172,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1281,CONSORCIO 4C,GP-16197,30/08/2022,Respuesta Petición 24/08/2022 – ALMA-4-0034 – Proceso de Expropiación Judicial 2019-00197.,15_04_Comunic_Recibidas/2022/CI004_GP-16197_070404_CON_1281_PROCE_EXPRO_JUDICIAL_2019-00197.pdf
174,1,AGENCIA NACIONAL DE INFRAESTRUCTURA,20225000000394,CONSORCIO 4C,GP-16321,30/09/2022,IMPLEMENTACION RESOLUCIÓN 20213040051695 del 29 de octubre de 2021,15_04_Comunic_Recibidas/2022/CI004_GP-16321_070301_ANI_000039-4_IMP_RESOL_20213040051695.pdf
173,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1440,CONSORCIO 4C,GP-16326,04/10/2022,Respuesta comunicación CI.004/GP10216/22/7.1.8 (Rad. Int- ALMA-R-2022-1243) del 29 de agosto de 2022. Observaciones informes avance medida compensatoria y pagos por servicio de seguimiento y control,15_04_Comunic_Recibidas/2022/CI004_GP-16326_070108_CON_1440_OBS_INF_MED_COMPENSA.pdf
177,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1144,CONSORCIO 4C,GP-16080,11/08/2022,"Remisión listado formatos seguimientos PQRS UF2, para su respectiva revisión.",15_04_Comunic_Recibidas/2022/CI004_GP-16080_070109_CON_1144_FOR_SEG_PQRS_UF2.pdf
175,2,AGENCIA NACIONAL DE INFRAESTRUCTURA,"20224090396442, 20224090404142",CONSORCIO 4C,GP-15687,14/05/2022,Respuesta a su radicado No. CI.004/GP9897/22/9.2 y CI.004/GP9898/22/9.2 con los radicados ANI No. 20224090396442 y No.20224090404142 del 08 de abril de 2022 - Aprobación Informe de Interventoría No. 89 correspondiente al 01 al 30 de marzo de 2022 – Contrato de Interventoría 145 de 2014 - Proyecto Girardot - Honda - Puerto Salgar.,15_04_Comunic_Recibidas/2022/CI004_GP-15687_090200_ANI_013732-1_APROBA_INF_MEN_N89_MAR22.pdf
176,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0718,CONSORCIO 4C,GP-15732,25/05/2022,Cuenta de Cobro No.5 Aportes Contingencia Subcuenta Redes.,15_04_Comunic_Recibidas/2022/CI004_GP-15732_050300-070115_CON_0718_CTA_COBRO_N5_SUBCTA_REDES.pdf
181,4,Agencia Nacional de Infraestructura,"GCSP-F-200, Versión 005",CONSORCIO 4C,GP-16233,12/09/2022,Aprobación del aseguramiento del permiso otorgado mediante la Resolución No. 20223040009765 del 19 de julio de 2022. / Radicado No. 20224090902682 del 16 de agosto de 2022,15_04_Comunic_Recibidas/2022/CI004_GP-16233_070114_ANI_028265-1_APROBA_PERMISO_EPM.pdf
180,67,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1248,CONSORCIO 4C,GP-16182,24/08/2022,Respuesta comunicado CI.004/GP10133/22/7.5 (Rad. int ALMA-R-2022-1068 – 25/07/2022). Devolución del Informe Gerencial Mensual No. 92 de Junio 2022.,15_04_Comunic_Recibidas/2022/CI004_GP-16182_070500_CON_1248_DEV_INF_MEN_N92_JUN22.pdf
179,1,Agencia Nacional de Infraestructura,20224090954492,CONSORCIO 4C,GP-16208,01/09/2022,Respuesta a su comunicado ALMA-2022-1248 con radicado ANI No. 20224090954492 – aprobación Informe Gerencial No. 92. - Proyecto Girardot – Honda – Puerto Salgar. Contrato de Concesión 003 de 2014. Concesión Alto Magdalena S.A.S.,15_04_Comunic_Recibidas/2022/CI004_GP-16208_070500_ANI_026761-1_APROBA_INF_MEN_N92.pdf
182,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0638,CONSORCIO 4C,GP-15661,11/05/2022,"Entrega soporte pago seguimiento integral, en cumplimiento artículo primero del Auto ANLA 02582 del 21 abril de 2022. Expediente LAV0068-00-2015.",15_04_Comunic_Recibidas/2022/CI004_GP-15661_070108_CON_0638_SOPORT_PAG_SEG_INTEGRAL.pdf
183,48,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0678,CONSORCIO 4C,GP-15692,20/05/2022,Entrega Plan de Manejo de Tráfico por cierres temporales de la vía. Obras de pilotaje para recuperación de la banca en PR66+800 RN4508 Unidad Funcional 3,15_04_Comunic_Recibidas/2022/CI004_GP-15692_070110-070111_CON_0678_PMT_CIERRES_TEMP_PR66+800.pdf
185,3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1375,CONSORCIO 4C,GP-16264,15/09/2022,"Respuesta radicado int. ALMA-R-2022-1128 - revisión condiciones de estabilidad sitio PR 38+250, según petición de la Alcaldía de Guataquí",15_04_Comunic_Recibidas/2022/CI004_GP-16264_070108_CON_1375_CONDI_ESTABILID_PR38+250.pdf
184,3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1409,CONSORCIO 4C,GP-16317,23/09/2022,"Solicitud de protección y liberación de bienes de uso público en el PR 26+950 costado derecho, Ruta Nacional 4510 vía Honda – La Dorada.",15_04_Comunic_Recibidas/2022/CI004_GP-16317_070300_CON_1409_LIBERA_BIEN_USO_PUB_PR26.pdf
186,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1536,CONSORCIO 4C,GP-16404,25/10/2022,Informe Semanal del Evento eximente de responsabilidad de los predios ALMA-2- 0163 y ALMA-5-0013-1.,15_04_Comunic_Recibidas/2022/CI004_GP-16404_050300-070400_CON_1536_INF_EER_PREDIOS.pdf
188,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0493,CONSORCIO 4C,GP-15540,11/04/2022,Respuesta comunicación CI.004/GP9876/22/7.1.10 (Rad. Int. ALMA-R-2022-0372 del 17/03/2022) Soportes Pago Seguridad Social y Salarios 2021 y 2022.,15_04_Comunic_Recibidas/2022/CI004_GP-15540_070110_CON_0493_PAG_SEGYSAL_2021_2022.pdf
190,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1359,CONSORCIO 4C,GP-16257,15/09/2022,Entrega informe mantenimientos primer y segundo año medida compensatoria en cumplimiento de la Resolución 0547 del 9 de marzo de. Expediente 51995,15_04_Comunic_Recibidas/2022/CI004_GP-16257_070108_CON_1359_INF_MED_COMPENSA_EXP_51995.pdf
192,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0895,CONSORCIO 4C,GP-15828,17/06/2022,Remisión Acta de retribución UF4 de febrero del 2022,15_04_Comunic_Recibidas/2022/CI004_GP-15828_070210_CON_0895_ACTA_RETRIBU_UF4_FEB22.pdf
194,4,Fondo Nacional de Turismo - FONTUR,No especificado en el documento visible,CONSORCIO 4C,GP-15894,24/06/2022,RV: Solicitud de verificación Certificado de contribución parafiscal,15_04_Comunic_Recibidas/2022/CI004_GP-15894_050300_FONTUR_SINNUMERO_CERTIFI_PAZ_SALVO.pdf
191,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0367,CONSORCIO 4C,GP-15815,15/06/2022,"Seguimiento radicado No. 04844 de 17/03/2022 – Rad. Int. ALMA-2022-0367 del 15/03/ 2022)- Cumplimiento permiso de levantamiento de veda otorgado por la Res 1082 del 13 de junio de 2018. Exp. ATV 0788, DBBSE. EXPEDIENTE: LAV0068-00-2015.",15_04_Comunic_Recibidas/2022/CI004_GP-15815_070108_CON_0822_SEG_RAD_04844_PERMI_LEV_VEDA.pdf
193,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1013,CONSORCIO 4C,GP-15944,06/07/2022,Cumplimiento de la obligación de pago por el servicio de seguimiento y control ambiental. Auto DRAM 03226000502 de 28/04/2022 (Rad. Interno ALMA-R-2022-0704 del 26/05/2022). Expediente 51700.,15_04_Comunic_Recibidas/2022/CI004_GP-15944_070108_CON_1013_PAG_SEG_CTROL_AMB_EXP_51700.pdf
196,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1106,CONSORCIO 4C,GP-16031,02/08/2022,Adecuación posible acceso ubicado en el Km 29+250 costado derecho predio de las Delicias - Ruta Nacional 4510 Honda – La Dorada.,15_04_Comunic_Recibidas/2022/CI004_GP-16031_070109_CON_1106_ADECUA_ACCESO_K29+250.pdf
195,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0318,CONSORCIO 4C,GP-15391,03/02/2022,Respuesta comunicacion CI.004/GP9767/22/5.3 (ALMA-R-2022-0133) - Solicitud recibos de Pago Pólizas actualizadas con el IPC de dic 2021.,15_04_Comunic_Recibidas/2022/CI004_GP-15391_050300_CON_0318_PAG_POLIZAS_IPC_DIC21.pdf
197,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0502,CONSORCIO 4C,GP-15548,11/04/2022,"Entrega informe de los mantenimientos realizados en el primer año, segundo año del establecimiento de la medida compensatoria en cumplimiento de la Resolución 0602 del 16 de marzo de 2016. Expediente 51510",15_04_Comunic_Recibidas/2022/CI004_GP-15548_070108_CON_0502_ENTREG_INF_EXP_51510.pdf
198,1,Agencia Nacional de Infraestructura,20183040280200394E,CONSORCIO 4C,GP-16016,28/07/2022,"Solicitud de validación concepto técnico. Proyecto vial Girardot – Honda – Puerto Salgar. Al responder, favor citar Expediente: 20183040280200394E.",15_04_Comunic_Recibidas/2022/CI004_GP-16016_070114_ANI_022367-1_CONCEP_TEC_EDS_CEIBA.pdf
199,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0294,CONSORCIO 4C,GP-15377,22/02/2022,"Remisión de Actas de retribución de diciembre de 2021, de las UF 1,2,3,4 y 5.",15_04_Comunic_Recibidas/2022/CI004_GP-15377_070210_CON_0294_ACTAS_RETRIBU_DIC21_UF1_2_3_4_5.pdf
200,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0671,CONSORCIO 4C,GP-15697,19/05/2022,"Solicitud autorización acopio temporal de material proveniente de las actividades de mantenimiento (limpieza de cunetas, obras hidráulicas, deslizamiento de material de taludes, entre otros) en las áreas remanentes del corredor vial del contrato de referencia.",15_04_Comunic_Recibidas/2022/CI004_GP-15697_070108-070400_CON_0671_SCTUD_AREAS_REMANENTES.pdf
203,2,TRIBUNAL ADMINISTRATIVO DE CUNDINAMARCA - SECCIÓN PRIMERA - SUB SECCIÓN 'A',25307333300120190014701,CONSORCIO 4C,GP-15525,30/03/2022,"Convoca a las partes para reanudar audiencia especial de pacto de cumplimiento Procede el Despacho a señalar fecha para llevar a cabo la reanudación de audiencia especial de pacto de cumplimiento, para lo cual FÍJASE para el día diecinueve (19) de abril de 2022, a partir de las diez de la mañana (10:00 a.m.), la cual se llevará a cabo a través de la plataforma Microsoft Teams mediante enlace de acceso que será enviado por el Despacho a las partes a los correos electrónicos dispuestos para notificación. En consecuencia, cítese a las partes, al Ministerio Público, a la Agencia Nacional de Defensa Jurídica del Estado y al apoderado de la Defensoría del Pueblo. Adviértase que la inasistencia a la diligencia por cualquiera de los citados, dará lugar a las sanciones que trae el artículo 27 de la Ley 472 de 1998 y artículo 44 del C.G. del P en lo pertinente. DISPONE PRIMERO.- CÍTESE a las partes, al Ministerio Público, a la Agencia Nacional de Defensa Jurídica del Estado y al apoderado de la Defensoría del Pueblo a la reanudación de audiencia especial de pacto de cumplimiento la cual se llevará a cabo el día diecinueve (19) de abril de 2022, a partir de las diez de la mañana (10:00 a.m.), en la plataforma virtual Microsoft Teams mediante enlace de acceso que será enviado por el Despacho a las partes a sus correos electrónicos dispuestos para notificación. 2 PROCESO No.: 25307333300120190014701 MEDIO DE CONTROL PROTECCIÓN DE LOS DERECHOS E INTERESES COLECTIVOS DEMANDANTE: JUAN FRAGOSO TRIVIÑOS DEMANDADO: CONCESIÓN ALTO MAGDALENA Y OTROS ASUNTO: SEÑALA NUEVA FECHA PARA REANUDAR AUDIENCIA ESPECIAL DE PACTO DE CUMPLIMIENTO SEGUNDO.- ADVIÉRTASE que la inasistencia a la diligencia por cualquiera de los citados, dará lugar a las sanciones que trae el artículo 27 de la Ley 472 de 1998 y artículo 44 del C. G. del P., en lo pertinente. NOTIFÍQUESE Y CÚMPLASE1 (firmado electrónicamente) CLAUDIA ELIZABETH LOZZI MORENO Magistrada 1 CONSTANCIA: La presente providencia fue firmada electrónicamente por la Doctora Claudia Elizabeth Lozzi Moreno, Magistrada de la Sección Primera Subsección “A” del Tribunal Administrativo de Cundinamarca en la plataforma electrónica SAMAI; en consecuencia, se garantiza la autenticidad, integridad, conservación y posterior consulta de conformidad con el artículo 186 de la Ley 1437 de 2011 CPACA.",15_04_Comunic_Recibidas/2022/CI004_GP-15525_050300_TRIBADMONCUND_SINNUMERO_CONVO_AUDIENCIA.pdf
201,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0432,CONSORCIO 4C,GP-15483,31/03/2022,Respuesta comunicación 20223110079411 (Rad. Int. ALMA-R-2022-0393 del 24/03/2022) - Solicitud evaluaciones de percepción del usuario segundo semestre del 2021.,15_04_Comunic_Recibidas/2022/CI004_GP-15483_070300_CON_0432_SCTUD_EVALUA_USUARIO_2SEM21.pdf
204,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0503,CONSORCIO 4C,GP-15549,11/04/2022,Reporte de siembra y en entrega informe dos primeros ciclos de mantenimiento de la medida compensatoria en cumplimiento de la Resolución 2374 del 3 de noviembre del 2015 modificada con la Resolución 2073 del 10 de agosto del 2017. Expediente 51513,15_04_Comunic_Recibidas/2022/CI004_GP-15549_070108_CON_0503_ENTREG_INF_EXP_51513.pdf
205,2,Agencia Nacional de Infraestructura,20224090514682,CONSORCIO 4C,GP-15694,18/05/2022,"Traslado solicitud Concejo de la Dorada-Caldas; con radicado ANI No. 20224090514682 del 10 de mayo del 2022. - Proyecto Girardot – Honda – Puerto Salgar, Contrato de Concesión 003 de 2014. Concesión Alto Magdalena S.A.S.",15_04_Comunic_Recibidas/2022/CI004_GP-15694_070109_ANI_014239-1_SCTUD_CONCEJO_MPAL_DORADA.pdf
207,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0076,CONSORCIO 4C,GP-15241,24/01/2022,"Reiteración solicitud celeridad procesal comunicado liberación de Bienes de uso público, sector Km 26+200 vereda Purnio, Señora Blanca Judith Vanegas y Juan Carlos Ramírez.",15_04_Comunic_Recibidas/2022/CI004_GP-15241_070109_CON_0076_REITERA_BIEN_USO_PUB_K26+200.pdf
208,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1192,CONSORCIO 4C,GP-16127,18/08/2022,Cumplimiento obligación pago servicio seguimiento y control ambiental. Auto DRAM 03226000749 de 9/06/2022 (Rad. Int. ALMA-R-2022-0961 del 08/07/2022). Expediente 51760,15_04_Comunic_Recibidas/2022/CI004_GP-16127_070108_CON_1192_PAG_SERV_CTROL_AMB_EXP_51760.pdf
210,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1165,CONSORCIO 4C,GP-16105,12/08/2022,Entrega informe de los mantenimientos realizados en el primer año y segundo año de la medida compensatoria en cumplimiento de la Resolución 2881 del 29 de septiembre de 2017. Expediente 61525,15_04_Comunic_Recibidas/2022/CI004_GP-16105_070108_CON_1165_CUMPLI_RESOL_2881_EXP_61525.pdf
211,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0802,CONSORCIO 4C,GP-15799,09/06/2022,Solicitud visita obligación medida compensatoria de trámites de ocupación de cauce para proceder con el cierre y archivo de veinticinco (25) expedientes.,15_04_Comunic_Recibidas/2022/CI004_GP-15799_070108_CON_0802_VISITA_OCUP_CAUCE_CIERRE_25_EXP.pdf
214,6,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1090,CONSORCIO 4C,GP-16012,28/07/2022,Alcance formato GCSP-F-001 Informe de Mantenimiento de Bienes de uso Público Junio de 2022. Radicado ALMA-2022-1056,15_04_Comunic_Recibidas/2022/CI004_GP-16012_070202_CON_1090_ALC_FOR_GCSP_F001_JUN22.pdf
215,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0894,CONSORCIO 4C,GP-15829,17/06/2022,Solicitud reunión socialización Auto No. 04314 del 7-06-2022 Etapa de Desmantelamiento y Abandono. Expediente LAV 0004-00-2016,15_04_Comunic_Recibidas/2022/CI004_GP-15829_070108_CON_0894_REU_SOCIALIZA_AUTO_04314.pdf
213,1,MOVITRAM,GP-15230,CONSORCIO 4C,GP-15230,22/01/2022,Certificación de Peso,15_04_Comunic_Recibidas/2022/CI004_GP-15230_070300_MOVITRAM_SINNUMERO_SCTUD_PASO.pdf
216,4,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP9548/21/5.3,CONSORCIO 4C,GP-15242,24/01/2022,Respuesta comunicación CI.004/GP9548/21/5.3 (Rad. Int. ALMA-R-2021-1628 - 30/10/2021). Reiteración solicitud No objeción Plazo de Cura- Especificaciones técnicas de la UF 5,15_04_Comunic_Recibidas/2022/CI004_GP-15242_050300_CON_0077_REITERA_PLAZ_CURA_ESP_TEC_UF5.pdf
217,1,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,20224091085432,CONSORCIO 4C,GP-16353,12/10/2022,Remisión Otrosí No. 10. Proyecto Girardot-Honda- Puerto Salgar. Contrato de Interventoría 145 del 2014. Consorcio 4C.,15_04_Comunic_Recibidas/2022/CI004_GP-16353_010000_ANI_032650-1_REMISION_OTROSI_10.pdf
218,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0891,CONSORCIO 4C,GP-16279,17/06/2022,Entrega informe mantenimientos primer y segundo año medida compensatoria en cumplimiento de la Resolución 038 del 25 de abril de 2016. Expediente 52291.,15_04_Comunic_Recibidas/2022/CI004_GP-16279_070108_CON_0891_MED_COMPENSA_EXP_52291.pdf
220,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1291,CONSORCIO 4C,GP-16199,31/08/2022,Respuesta comunicación interventoría CI.004/GP10055/22/9.3 (Rad Int. ALMA-R- 2022-0839) observaciones Planos AS Built del Proyecto V9 complemento ALMA- 2022-1110,15_04_Comunic_Recibidas/2022/CI004_GP-16199_090300_CON_1291_OBS_PLANOS_RECORD_V9.pdf
219,12,CONCESIÓN ALTO MAGDALENA S.A.S.,"CI.004/GP9729/22/5.3-7.5, CI.004/GP9625/21/9.3",CONSORCIO 4C,GP-15495,01/04/2022,Respuesta comunicado CI.004/GP9729/22/5.3-7.5 (ALMA-R-2022-0056) “Solicitud No Objeción Plazo de Cura por incumplimiento en la entrega de los Planos Récord del Proyecto” y al comunicado CI.004/GP9625/21/9.3 (ALMA-R-2021-1835) “Observaciones Planos As Built del Proyecto”.,15_04_Comunic_Recibidas/2022/CI004_GP-15495_050300-070500_CON_0445_OBS_PLANOS_RECORD.pdf
221,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1361,CONSORCIO 4C,GP-16259,15/09/2022,Entrega informe mantenimientos primer y segundo año medida compensatoria en cumplimiento de la Resolución 1080 del 16 de mayo de 2016 modificada por la Resolución 1046 del 26 de abril de 2017. Expediente 52008,15_04_Comunic_Recibidas/2022/CI004_GP-16259_070108_CON_1361_INF_MED_COMPENSA_EXP_52008.pdf
222,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0019,CONSORCIO 4C,GP-15193,05/01/2022,Entrega informe Técnico de manejo silvicultural No. 2. Expediente 51489.,15_04_Comunic_Recibidas/2022/CI004_GP-15193_070108_CON_0019_INF_TEC_SILVICULT_EXP_51489.pdf
212,2,MINISTERIO DE TRANSPORTE,ANI-20223040295081,CONSORCIO 4C,GP-16275,20/09/2022,Requerimiento para continuar con el trámite del permiso solicitado por EMPOCALDAS S.A. E.S.P. con NIT. 890.803.239-9/ Girardot – Honda – Puerto Salgar / Radicado Borrador No. 20223040051912 del 05 de septiembre de 2022/ Expediente 20223040280200113E,15_04_Comunic_Recibidas/2022/CI004_GP-16275_070114_ANI_029508-1_PERMISO_EMPOCALDAS.pdf
225,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1242,CONSORCIO 4C,GP-16174,24/08/2022,"Remisión Actas de retribución UF1 de marzo, abril, mayo, junio y julio del 2022",15_04_Comunic_Recibidas/2022/CI004_GP-16174_070201_CON_1242_ACTAS_RETRIBU_UF1_MAR-JUL22.pdf
226,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1506,CONSORCIO 4C,GP-16363,14/10/2022,Respuesta oficio CAR 04222003432 (ALMA-R-2022-1323 - 13-09-2022) Resolución DJUR No. 01317 del 13 de septiembre de 2022 e informe de fecha proyectada para realizar las obras en la Quebrada Madrigal. Expediente 89603,15_04_Comunic_Recibidas/2022/CI004_GP-16363_070108_CON_1506_INF_QUEBRADA_MADRIGAL.pdf
227,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1566,CONSORCIO 4C,GP-16440,31/10/2022,"Remisión Actas de retribución UF1, UF2, UF3 y UF4 correspondiente al mes de septiembre del 2022",15_04_Comunic_Recibidas/2022/CI004_GP-16440_070210_CON_1566_ACTAS_RETRIBU_UF1_2_3_4_SEP22.pdf
224,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0204,CONSORCIO 4C,GP-15329,09/02/2022,Alcance radicados CAR 20211218115 del 28/12/2021 y CAR 20211218455 del 29/12/2021 (Rad. Int. ALMA-2021-1876). Solicitud permiso de ocupación de cauce por gestión de riesgo en el sitio crítico localizado en el PR 66+820 UF 3 Ruta Nacional 45-08 vía Beltrán – Guataquí.,15_04_Comunic_Recibidas/2022/CI004_GP-15329_070108_CON_0204_GEST_RIESG_PR66+820_UF3.pdf
228,1,Agencia Nacional de Infraestructura,20223040043245,CONSORCIO 4C,GP-16025,29/07/2022,Segundo requerimiento para continuar con el trámite del permiso solicitado por JOSE ARLEX OSORIO identificado con C.C. 83.165.404 de Tarqui - Huila/ Girardot – Honda – Puerto Salgar / Expediente No. 20213040280200192E,15_04_Comunic_Recibidas/2022/CI004_GP-16025_070114_ANI_022514-1_SCTUD_PERMI_JOSE_OSORIO.pdf
