ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
1197,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-6042,26/09/2017,NO IDENTIFICADO,15_04_Comunic_Recibidas/2017/CI004_GP-6042_070108_CON_3987_INFO_CUMPLIMI_AMBIEN_ICA_UF1.pdf
1196,3,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-4864,17/04/2017,Envío Formulario de Liquidación y Declaración de regalías primer Trimestre Año 2017.,15_04_Comunic_Recibidas/2017/CI004_GP-4864_070108_CON_1456_FORMU_LIQUI_REGAL_RF9-08541_RIVERA1.pdf
1200,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2017-4684,CONSORCIO 4C,GP-0004683510197,10/11/2017,NO IDENTIFICADO,15_04_Comunic_Recibidas/2017/CI004_GP-6447_070401_CON_4684_EXPEDIENTE_PREDIAL_UF5.2_APROBA.pdf
1199,6,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-4172,31/01/2017,Avalúos de predios con Ronda Hídrica,15_04_Comunic_Recibidas/2017/CI004_GP-4172_070401_CON_0427_AVALUOS_PREDIOS_RONDA_HIDRICA.pdf
1198,6,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,GP-5880,04/09/2017,Respuesta a sus comunicaciones 2017-304-027014-1 y 2017-304-027252-1 de 23 y 25 de agosto de 2017 respectivamente - Solicitud Concepto de viabilidad para CIERRE PARCIAL DE VÍAS 'CLÁSICO RCN',15_04_Comunic_Recibidas/2017/CI004_GP-5880_070111_CON_3621_CIERR_VIA.pdf
1201,8,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,INTERVENTORIA CONSORCIO 4C,CI.004/GP2885,05/09/2017,Respuesta a su comunicado CI.004/GP2885/17/7.5 con radicado de Concesión ALMA-R-2017-02852 de agosto 25 de 2017. Observaciones al Informe Gerencial Mensual No. 33 - Julio de 2017 Respuesta ALMA-2017-3189,15_04_Comunic_Recibidas/2017/CI004_GP-5882_070500_CON_3641_OBS_INF_MEN_N°33.pdf
1204,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP1930/17/7.4.1,CONSORCIO 4C,GP-0044,03/03/2017,"Respuesta a su comunicación, CI.004/GP1930/17/7.4.1 del 02 de Marzo de 2017, Entrega de un (1) expediente predial de la unidad funcional 2 para aprobación.",15_04_Comunic_Recibidas/2017/CI004_GP-4473_070401_CON_0881_ENTRE_(1)_EXPEDI_PREDI_UF2_APROBA.pdf
1202,70,CONCESION ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI,GP-6280,23/10/2017,Solicitud de Desenglope Catastral.,15_04_Comunic_Recibidas/2017/CI004_GP-6280_070401_CON_4332_SCITUD_DESENGLOBE_CATASTRAL.pdf
1203,9,CONSORCIO DE CONSTRUCCIÓN Y DISEÑOS ALTO MAGDALENA,NO IDENTIFICADO,CONSORCIO 4C,GP-5431,27/06/2017,Acta de Reunión Mesa de Trabajo N° 03 de fecha 21 de abril de 2017 emitida por la Agencia Nacional de Infraestructura ANI.,15_04_Comunic_Recibidas/2017/CI004_GP-5431_100500_CON_0334_MESA_TRABJO_N°3.pdf
1205,1,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-0046,27/11/2017,"Entrega de un (01) expediente predial de la Unidad Funcional 5.3, para aprobación de insumos prediales.",15_04_Comunic_Recibidas/2017/CI004_GP-6848_070401_CON_4952_EXPEDIENTE_PREDIAL_UF5.3_APROBACION.pdf
1206,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP1918/17/7.1.4,CONSORCIO 4C,ALMA-2017-1201,28/02/2017,Respuesta a su comunicación CI.004/GP1918/17/7.1.4 del 28 de febrero de 2017 (Rad. Interno ALMA-R-2017-00704) - Comentarios implementación del PMT para la construcción de la Intersección a desnivel Chicoral,15_04_Comunic_Recibidas/2017/CI004_GP-4680_070104_CON_1201_PMT_INTERSE_DESNIV_CHICORAL.pdf
1209,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-5481,04/07/2017,Ajuste Diseño de Señalización Manual 2015 (alcance comunicación CCD-S-2017-0206 y recibido ALMA -R-2017-01236 del 18 de abril de 2017),15_04_Comunic_Recibidas/2017/CI004_GP-5481_070107_CON_2649_DISE_SEÑAL_2015.pdf
1208,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-4052,18/01/2017,"Su comunicación CI004/GP1574/16/7.1.3 (R-3260) de diciembre de 2016 ""Metodología para la distribución de porcentajes de avance de ejecución de obra de las instalaciones en el corredor del proyecto""",15_04_Comunic_Recibidas/2017/CI004_GP-4052_070100_CON_0262_METODOL_PORCENT_AVANC_OBRA_.pdf
1207,7,CONCESIÓN ALTO MAGDALENA S.A.S,NO IDENTIFICADO,CORPORACIÓN AUTÓNOMA REGIONAL CUNDINAMARCA - CAR,GP-4753,03/04/2017,"Solicitud de desistimiento de la construcción de la obra hidráulica aprobada mediante Resolución No. 2377 del 03 de noviembre de 2015, Expediente 51257 - Unidad Funcional 3.",15_04_Comunic_Recibidas/2017/CI004_GP-4753_070108_CON_1275_SCTUD_DESISTI_OBRA_HIDRAU_EXP_51257_UF3.pdf
1210,10,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,CI.004/GP1847,23/03/2017,Respuesta a su comunicación CI.004/GP 1847/17/7.1.8 del 13 de febrero del 2017 (Radicado Interno ALMA-R-2017-00535 del 14 de febrero de 2017) Observaciones al informe Trimestral N. 9 - Ajustes Componente ambiental,15_04_Comunic_Recibidas/2017/CI004_GP-4666_070108_CON_1180_OBSER_INFOR_TRIMES_(9)_AJUST_COMPON_AMBIENTAL.pdf
1212,4,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,GP-5678,04/08/2017,"Acciones Estratégicas y de Contingencias para el Plan de Movilidad y Seguridad Vial durante los puentes festivos del día de la Batalla de Boyacá del 04 al 07 de agosto de 2017, y la Asunción de la Virgen del 18 al 21 de agosto de 2017.",15_04_Comunic_Recibidas/2017/CI004_GP-5678_070111_CON_3180_SEG_VIAL.pdf
1214,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2017-1468,CONSORCIO 4C,NO IDENTIFICADO,17/04/2017,Remisión y entrega caracterización agregados mezcla asfáltica MDC-19 con asfalto modificado tipo III,15_04_Comunic_Recibidas/2017/CI004_GP-4845_070107_CON_1468_MDC-19_TPOIII.pdf
1211,8,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-6431,08/11/2017,Respuesta a su comunicación CI.004/GP3141/17/7.1.8 del 28 de septiembre de 2017 (Rad. Interno ALMA-R-2017-03356) – Seguimiento Condiciones seguridad UF 3,15_04_Comunic_Recibidas/2017/CI004_GP-6431_070110_CON_4639_COND_SEG_UF3.pdf
1213,11,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),GP-6716,17/11/2017,"Ref. Contrato de Concesión bajo esquema APP N° 003-2014 – “Financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del Corredor Honda – Puerto Salgar – Girardot, de acuerdo con el Apéndice Técnico 1 y demás apéndices del Contrato”. Solicitud de reconocimiento del período especial derivado del evento eximente del puente sobre el Río Magdalena ubicado en la UF1",15_04_Comunic_Recibidas/2017/CI004_GP-6716_050300_CON_SINNUMERO_EER_PTE_UF1.pdf
1215,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2017-4632,CONSORCIO 4C,NO IDENTIFICADO,16/11/2017,Entrega de un (01) expediente predial de la Unidad Funcional 2 para aprobación.,15_04_Comunic_Recibidas/2017/CI004_GP-6457_070401_CON_4632_EXP_PREDIAL_UF2_APROBA.pdf
1216,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2017-1887,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,GP-5945,15/05/2017,Respuesta a su comunicación 2017-305-014710-1 del 15 de mayo de 2017 (Rad. Interno ALMA-R-2017-01645) de mayo 23 de 2017 – Traslado de Pavimentación Vía Nacional Honda – La Dorada.,15_04_Comunic_Recibidas/2017/CI004_GP-5945_070109_CON_3724_TRAS_PAVIMEN.pdf
1218,1,CONCESION ALTO MAGDALENA S.A.S.,CI.004/GP3548/17/7.4.1 (ALMA-2017-04293),CONSORCIO 4C,ALMA-2017-5161,12/12/2017,Respuesta a su comunicación CI.004/GP3548/17/7.4.1 (ALMA-2017-04293) del 05 de diciembre de 2017. Entrega de un (1) expediente predial de la Unidad Funcional 2 para aprobación.,15_04_Comunic_Recibidas/2017/CI004_GP-6714_070401_CON_5161_EXPEDIENTE_PREDIAL_UF2_APROBACION.pdf
1217,4,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-4343,16/02/2017,Respuesta a su comunicación CI.004/GP1339/16/7.1.8 (Rad. Interno ALMA-R-2016-2710 del 12 de octubre del 2017) – Cambios de diseño de obras drenaje sin debida notificación BOX K94+300.,15_04_Comunic_Recibidas/2017/CI004_GP-4343_070108_CON_0673_CAMBIOS_DOBRAS_DRENAJ_SINDEBID_NOTIFICAC.pdf
1219,3,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-6541,08/11/2017,Respuesta a su comunicación CI.004/GP3892/17/7.1.8 del 29 de octubre de 2017 (Rad. Interno ALMA-R-2017-03681) – Condiciones seguridad UF 4. Semana 141.,15_04_Comunic_Recibidas/2017/CI004_GP-6541_070110_CON_4674_CONDICI_SEGUR_UF4_S141.pdf
1220,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-6504,20/11/2017,Solicitud de intervención del área remanente No 2 del predio ALMA 3-0136 ubicado entre las abscisas K85+160 y K85+240 con un área de 463.70 m² en la Unidad Funcional 3.,15_04_Comunic_Recibidas/2017/CI004_GP-6504_070103-070108_CON_4800_AREA_REMANENT_K85_UF3.pdf
1223,1,Agencia Nacional de Infraestructura,ANI.20174090975102,Consorcio 4C,2017-305-033060-1,11/10/2017,Devolución factura de Interventoría No.35 con Radicado ANI.20174090975102 de 12/09/2017 Contrato de Concesión No. 003-2014 – Proyecto Girardot-Honda-Puerto Salgar.,15_04_Comunic_Recibidas/2017/CI004_GP-6144_020100_ANI_033060-1_DEV_FACT_N°35.pdf
1221,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP1482/16/7.1.13 (R-3092),CONSORCIO 4C,GP-3916,04/01/2017,Respuesta a su comunicación CI.004/GP1482/16/7.1.13 (R-3092) del 21 de noviembre de 2016. - Revisión Ensayos CBR>30 Unidad Funcional 3.,15_04_Comunic_Recibidas/2017/CI004_GP-3916_070113_CON_0047_REVIS_ENSAY_CBR_UF_3.pdf
1222,5,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-6479,14/11/2017,Respuesta a su comunicación CI.004/GP3343/17/7.1.8 del 02 de noviembre de 2017 (Rad. Interno ALMA-R-2017-03851) Seguimiento condiciones seguridad UF 3. Semana 142.,15_04_Comunic_Recibidas/2017/CI004_GP-6479_070110_CON_4760_COND_SEG_UF3.pdf
1224,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-3973,11/01/2016,"Entrega de trece (13) expedientes prediales de la Unidad Funcional 4, para aprobación de Avalúo Comercial Corporativo.",15_04_Comunic_Recibidas/2017/CI004_GP-3973_070401_CON_0118_ENTRE_(10)_EXPEDI_PREDI_UF4.pdf
1226,3,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-6405,03/11/2017,"Ref. Contrato de Concesión bajo esquema APP N° 003-2014 – “Financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del Corredor Honda – Puerto Salgar – Girardot, de acuerdo con el Apéndice Técnico 1 y demás apéndices del Contrato”. Actualización Plan de Obras – Versión V05",15_04_Comunic_Recibidas/2017/CI004_GP-6405_070101_CON_4550_ACTU_PLAN_OBRAS_V05.pdf
1225,6,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-6247,17/10/2017,Respuesta a su comunicación CI.004/GP/3187/17/7.1.15 con radicado interno ALMA-R-2017-03475. Afectación red de Acueducto Nariño,15_04_Comunic_Recibidas/2017/CI004_GP-6247_070115_CON_4207_RED_ACUEDUC_NARIÑO.pdf
1227,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP-5978,CONSORCIO 4C,GP-5978,15/09/2017,Modificación Tablero Intersección Flandes – UF1.,15_04_Comunic_Recibidas/2017/CI004_GP-5978_070107_CON_3787_TABLE_INTER_FLANDES.pdf
1228,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-4903,24/04/2017,"Contrato de Concesión bajo esquema APP N° 003-2014 – “Financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del Corredor Honda – Puerto Salgar – Girardot, de acuerdo con el Apéndice Técnico 1 y demás apéndices del Contrato”.",15_04_Comunic_Recibidas/2017/CI004_GP-4903_070103_CON_1594_ACTIV_CONSTRUC_GLORIET_PTO_BTA.pdf
1229,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP2200/17/7.4.1,CONSORCIO 4C,GP-4916,27/04/2017,"Respuesta a su comunicación, CI.004/GP2200/17/7.4.1 del 25 de Abril de 2017, Entrega de un (1) expediente predial de la unidad funcional 2 para aprobación.",15_04_Comunic_Recibidas/2017/CI004_GP-4916_070401_CON_1640_(1)EXPEDI_PREDIA_UF2_APROBA.pdf
1230,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP/3185/17/7.1,CONSORCIO 4C,ALMA-R-2017-03472,25/10/2017,Respuesta a su comunicación CI.004/GP/3185/17/7.1/.15 con radicado interno ALMA-R-2017-03472. Programación Maniobras CODENSA S.A. E.S.P.,15_04_Comunic_Recibidas/2017/CI004_GP-6302_070115_CON_4416_MANIOB_CODENS.pdf
1232,1,Agencia Nacional de Infraestructura,2017-305-027943-1,Consorcio 4C,2017-409-087177-2,30/08/2017,Oficio radicado ANI 2017-409-087177-2 de 16/08/2017. Traslado por competencia del comunicado mercurio No. 2017108396. Proyecto Girardot – Honda – Puerto Salgar. Contrato de Concesión 003 de 2014 – Concesión Alto Magdalena S.A.S.,15_04_Comunic_Recibidas/2017/CI004_GP-5823_070109_ANI_027943-1_TRAS_MERCUR.pdf
1231,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-5622,25/07/2017,Respuesta Comunicación CI.004/GP2493/17/7.1.8 de fecha 15 de junio de 2017 y con radicado interno ALMA-R-2017-01995 del 15 de junio de 2017 – Recomendaciones Manejo Subcuenta Compensaciones Ambientales.,15_04_Comunic_Recibidas/2017/CI004_GP-5622_070109_CON_2949_COMPENSA_AMBIEN.pdf
1233,3,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-5449,29/06/2017,PROPUESTA ACTUALIZACIÓN DE SECCIÓN DEL NEW JERSEY PARA LOS PUENTES DE LA UNIDAD FUNCIONAL 3,15_04_Comunic_Recibidas/2017/CI004_GP-5449_070107_CON_2603_NEWJERSEY_PTES_UF3.pdf
1234,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-5375,20/06/2017,Radicación del expediente ALMA-4-0021 para revisión y aprobación previa al inicio del trámite de expropiación judicial.,15_04_Comunic_Recibidas/2017/CI004_GP-5375_070404_CON_2405_EXP_UF4_EXPRO.pdf
1236,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2017-3206,CONSORCIO 4C,GP4172/18/7.5.38,09/06/2017,Memoria Técnica Junio de 2017.,15_04_Comunic_Recibidas/2017/CI004_GP-5676_070106_CON_3206_MEMOTECNICA_JUN.pdf
1235,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-6233,13/09/2017,Entrega de once (11) expedientes para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2017/CI004_GP-6233_070401_CON_3738_EXPED_APROBA_AVALUO.pdf
1239,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2017-1962,CONSORCIO 4C,GP-5159,19/05/2017,NO IDENTIFICADO,15_04_Comunic_Recibidas/2017/CI004_GP-5159_070401_CON_1962_EXPE_PREDI_UF3_APROBA_FCHA_PREDI.pdf
1237,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,GP-4033,16/01/2017,"Respuesta a su comunicación Rad. ANI 2016-605-038329-1 del 9 de diciembre de 2016 (Radicado Interno ALMA-R-2016-003414 del 16 de diciembre de 2016) – Solicitud de respuesta sobre instrumento legal para el uso y aprovechamiento de material pétreo en los puntos identificados como Km47+320 y km116+300 de la Unidad Funcional 3 del Contrato APP No. 003 de 2014, Proyecto Honda–puerto Salgar - Girardot.",15_04_Comunic_Recibidas/2017/CI004_GP-4033_070108_CON_0214_MTRIAL_PETREO.pdf
1238,3,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,GP-5020,04/05/2017,Acta de Reunión por medio de la cual se deja constancia que la Constructora Meco está atendiendo la controversia entre CARLOS ALBERTO CHACÓN MONTOYA y LUIS FERNANDO GONZÁLEZ SÁNCHEZ.,15_04_Comunic_Recibidas/2017/CI004_GP-5020_070109_CON_1738_CONSTAN_CONTROVER.pdf
1241,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-4190,27/01/2017,"Entrega PAGA unificado Unidades Funcionales 2, 3, 4.2 y 5.1.",15_04_Comunic_Recibidas/2017/CI004_GP-4190_070108_CON_0385_ENTRE_PAGA_UF(2)_(3)_(4.2)_(5.1).pdf
1242,1,CONCESIÓN ALTO MAGDALENA S.A.S.,AL-MA-2017-1220,CONSORCIO 4C,GP-4693,30/03/2017,Entrega de la Sabana Predial y Tira topográfica.,15_04_Comunic_Recibidas/2017/CI004_GP-4693_070400_CON_1220_SPREDI_TTOPOGRAF.pdf
1240,8,Sociedad Concesión Alto Magdalena S.A.S.,NO IDENTIFICADO,Agencia Nacional de Infraestructura (ANI) / Consorcio 4C,GP-5274,23/03/2017,Respuesta Oficio Radicado ANI 2017-409-030672-2 de 23 de marzo de 2017. Su oficio ALMA-2017-1093 – Observaciones pólizas – Concesión Alto Magdalena S.A.S.,15_04_Comunic_Recibidas/2017/CI004_GP-5274_050300_ANI_017422-1_OBSERVA_POLIZAS.pdf
1244,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP2115/17/7.4,CONSORCIO 4C,GP-004/GP2115,05/04/2017,Respuesta a su comunicación CI.004/GP2115/17/7.4 de fecha 05 de Abril de 2017 (Rad-1120). Entrega de tres (3) expedientes para aprobación de los Avalúos Comerciales Corporativos.,15_04_Comunic_Recibidas/2017/CI004_GP-5088_070401_CON_1920_ENTRE_3_EXPEDI_APROBA_AVALU_CCIAL_CORPO.pdf
1245,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP3241,CONSORCIO 4C - Interventoría,ALMA-R-2017-3591,10/11/2017,Respuesta a su comunicación CI.004/GP3241/17/7.1.8 del 11 de octubre de 2017 (Rad. Interno ALMA-R-2017-3591 del 11 de octubre de 2017) Recomendaciones Compensaciones Ambientales.,15_04_Comunic_Recibidas/2017/CI004_GP-6473_070108_CON_4733_COMPENSACIONES_AMBIENTALES.pdf
1243,11,CONCESION ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,LONJA INMOBILIARIA CÁMARA DE LA PROPIEDAD RAÍZ,GP-5618,25/07/2017,Respuesta oferta de compra del predio de matrícula inmobiliaria #307-6677.,15_04_Comunic_Recibidas/2017/CI004_GP-5618_070401_CON_2936_PREDI_INMOBI_307-6677.pdf
1246,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2017-4707,CONSORCIO 4C,CI.004/GP3355/17/7.4.1,16/11/2017,Respuesta a sus comunicaciones CI.004/GP3355/17/7.4.1 (ALMA-R-2017-03861) del 02 de noviembre de 2017 y CI.004/GP3394/17/7.4.1 (ALMA-R-2017-03937) del 08 de noviembre de 2017. Entrega de un (01) expediente predial de la Unidad Funcional 2 para aprobación.,15_04_Comunic_Recibidas/2017/CI004_GP-6454_070401_CON_4707_EXP_PREDIAL_UF2_APROBA.pdf
1247,56,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-6776,05/12/2017,Estados Financieros al 30 de junio de 2017 Concesión Alto Magdalena SAS e informe del Auditor externo.,15_04_Comunic_Recibidas/2017/CI004_GP-6776_070202_CON_5257_ESTAD_FINANC.pdf
1248,4,Agencia Nacional de Infraestructura (ANI),2017-409-066793-2,Consorcio 4C,GP-5554,23/06/2017,Radicado ANI No 2017-409-066793-2 de 23/06/2017. Concepto de Viabilidad Hoja de Vida Personal de Interventoría Proyecto Girardot – Honda – Puerto Salgar. Contrato de Interventoría 145 de 2014 - Consorcio 4C.,15_04_Comunic_Recibidas/2017/CI004_GP-5554_020200_ANI_305-022396-1_CONCEP_VIABILI_HV_INTERVENTORIA.pdf
1250,2,Agencia Nacional de Infraestructura (ANI),20174090507372,CONCESION ALTO MAGDALENA S.A.S.,GP-5169,25/05/2017,Proyecto Girardot – Honda – Puerto Salgar. Seguimiento a la gestión de adquisición predial.,15_04_Comunic_Recibidas/2017/CI004_GP-5169_070400_ANI_015948-1_SEGUIM_GESTI_ADQUISI_PREDIA_.pdf
1249,6,Agencia Nacional de Infraestructura (ANI),NO IDENTIFICADO,Consorcio 4C,GP-5974,22/09/2017,"Contrato de Concesión No. 003 de 2014 – Proyecto Vial Girardot – Honda – Puerto Salgar, Respuesta radicados ANI 20174090850402, 20174090819672, 20174090745412, 20174090745232 Conceptos Áreas Remanentes.",15_04_Comunic_Recibidas/2017/CI004_GP-5974_070400_ANI_030970-1_AREAS_REMANENT.pdf
1251,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2017-8205,CONSORCIO 4C,GP-4011,16/01/2017,"Entrega de un (1) expediente predial de la Unidad Funcional 5, para aprobación de Avalúo Comercial Corporativo.",15_04_Comunic_Recibidas/2017/CI004_GP-4011_070401_CON_0205_ENTRE_(1)_EXPEDI_PREDI_UF5.pdf
1252,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-5466,05/07/2017,Justificación de alcantarillas K35+490 – K35+498.,15_04_Comunic_Recibidas/2017/CI004_GP-5466_070103_CON_2641_ALCANTARI_K35+498.pdf
1253,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2017-5364,CONSORCIO 4C,GP-0061,21/12/2017,Entrega de un (1) expediente de la Unidad Funcional 4 para revisión en la etapa de expropiación.,15_04_Comunic_Recibidas/2017/CI004_GP-6838_070404_CON_5364_EXPEDIENTE_UF4_EXPROPIACION.pdf
1255,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP2898/17/7.1.3,CONSORCIO 4C,ALMA-2017-02912,30/10/2017,NO IDENTIFICADO,15_04_Comunic_Recibidas/2017/CI004_GP-6372_070103_CON_4474_SCITUD_INFORMACION_PERSONAL_EQUIPOS.pdf
1254,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2017-1363,CONSORCIO 4C,GP-4804,11/04/2017,NO IDENTIFICADO,15_04_Comunic_Recibidas/2017/CI004_GP-4804_070108_CON_1396_MESAS_TRBJO_CAR.pdf
1256,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2017-2616,CONSORCIO 4C,GP-0000,30/06/2017,Envío para revisión y firma 17 Actas de vecindad-Iniciales Unidad Funcional 1 y 4 – Flandes y Guaduas,15_04_Comunic_Recibidas/2017/CI004_GP-5454_070109_CON_2616_ACTAS_VECINDAD_UF(1)(4)_FLANDES_GUADUAS.pdf
1258,1,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-0099,29/09/2017,Entrega de un (1) expediente de la Unidad Funcional 3 para revisión en la etapa de expropiación.,15_04_Comunic_Recibidas/2017/CI004_GP-6055_070404_CON_4010_EXP_EXPRO.pdf
1259,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2017-2518,CONSORCIO 4C,GP-5399,23/06/2017,Entrega de cinco (5) expedientes para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2017/CI004_GP-5399_070401_CON_2518_EXP_AVALUO.pdf
1257,5,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-4404,22/02/2017,Ref. Solicitud de evidencia de gestión SST. Respuesta a comunicación CI.004/GP1854/17/7.1.8 (R-00556) del 15 de febrero de 2017. Contrato de Concesión bajo esquema APP N° 003-2014.,15_04_Comunic_Recibidas/2017/CI004_GP-4404_070108_CON_0738_EVIDENCI_GESTI_SST.pdf
1260,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,ALCALDÍA MUNICIPAL DE PUERTO SALGAR,GP-5522,30/06/2017,"Solicitud de información, medidas de compensación, según acuerdo 019 de 2016, por medio del cual se sustrae un área del Distrito de Manejo Integrado Cuchilla de San Antonio - Laguna del Coco.",15_04_Comunic_Recibidas/2017/CI004_GP-5522_070108_CON_2619_SUSTRA_AREA_DISTRITO_MANE_CUCHILLA_SANTONIO.pdf
1261,1,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,GP-6396,02/11/2017,Entrega de un (1) expediente de la Unidad Funcional 3 para revisión en la etapa de expropiación.,15_04_Comunic_Recibidas/2017/CI004_GP-6396_070404_CON_4535_EXPED_UF3_EXPROPIACION.pdf
1262,2,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,ALCALDÍA MUNICIPAL DE GUADUAS,GP-5727,11/08/2017,"Contrato de Concesión bajo esquema APP N° 003-2014 – “Financiación, construcción, rehabilitación, mejora, operación y mantenimiento del Corredor Honda – Puerto Salgar – Girardot, de acuerdo con el Apéndice Técnico 1 y demás apéndices del Contrato”. Atención a inconformidades comunidad de Guaduas – Reunión Gobernación de Cundinamarca agosto 1 de 2017.",15_04_Comunic_Recibidas/2017/CI004_GP-5727_070109_CON_3264_REU_GOBERN_CUND.pdf
1263,1,CONCESION ALTO MAGDALENA S.A.S.,ALHA-2017-0004235,CONSORCIO 4C,GP-0009,20/11/2017,Entrega de un (1) expediente de la Unidad Funcional 2 para revisión en la etapa de expropiación.,15_04_Comunic_Recibidas/2017/CI004_GP-6551_070404_CON_4835_EXP_EXPRO.pdf
